# CBO's own TEN-YEAR BUDGET BASELINE, by fiscal year, by vintage.
#
# Generated by scripts/fetch_cbo_baseline.py. Do not hand-edit: rerun the
# script, which verifies each source file's SHA-256 against a pinned commit
# before writing anything.
#
# Source of record: https://github.com/US-CBO/cbo-data at commit 284a95665f9f2f74ed1f482feb629b43fce323da (2026-06-12),
# file data/budget/ten_year_budget/annual_fy_<edition>.csv. Per-vintage
# repository, path, commit, SHA-256 and fetch date are in PROVENANCE.csv.
#
# Units: BILLIONS of dollars, as CBO prints them. Offsetting receipts
# ("*_offset") are NEGATIVE, as CBO prints them, so a net program level is
# gross + offset.
#
# NOT A CBO PRODUCT. This is a transcription of CBO data; CBO has not
# reviewed it. CBO's own files are public domain (US-CBO/cbo-data LICENSE).
vintage,fiscal_year,variable,value,cbo_variable
cbo_feb_2026,2025,nondefense_discretionary,979.877,proj_disc_nondefense
cbo_feb_2026,2026,nondefense_discretionary,995.791,proj_disc_nondefense
cbo_feb_2026,2027,nondefense_discretionary,980.538,proj_disc_nondefense
cbo_feb_2026,2028,nondefense_discretionary,1000.582,proj_disc_nondefense
cbo_feb_2026,2029,nondefense_discretionary,1009.988,proj_disc_nondefense
cbo_feb_2026,2030,nondefense_discretionary,1022.825,proj_disc_nondefense
cbo_feb_2026,2031,nondefense_discretionary,1038.879,proj_disc_nondefense
cbo_feb_2026,2032,nondefense_discretionary,1056.775,proj_disc_nondefense
cbo_feb_2026,2033,nondefense_discretionary,1076.499,proj_disc_nondefense
cbo_feb_2026,2034,nondefense_discretionary,1096.334,proj_disc_nondefense
cbo_feb_2026,2035,nondefense_discretionary,1119.003,proj_disc_nondefense
cbo_feb_2026,2036,nondefense_discretionary,1144.008,proj_disc_nondefense
cbo_feb_2026,2025,net_interest,969.938,proj_outlays_net_interest
cbo_feb_2026,2026,net_interest,1038.976,proj_outlays_net_interest
cbo_feb_2026,2027,net_interest,1107.715,proj_outlays_net_interest
cbo_feb_2026,2028,net_interest,1217.824,proj_outlays_net_interest
cbo_feb_2026,2029,net_interest,1324.496,proj_outlays_net_interest
cbo_feb_2026,2030,net_interest,1431.836,proj_outlays_net_interest
cbo_feb_2026,2031,net_interest,1548.383,proj_outlays_net_interest
cbo_feb_2026,2032,net_interest,1670.447,proj_outlays_net_interest
cbo_feb_2026,2033,net_interest,1784.364,proj_outlays_net_interest
cbo_feb_2026,2034,net_interest,1903.751,proj_outlays_net_interest
cbo_feb_2026,2035,net_interest,2019.072,proj_outlays_net_interest
cbo_feb_2026,2036,net_interest,2144.336,proj_outlays_net_interest
cbo_feb_2026,2025,debt_held_by_public,30172.402,proj_debt_held_by_public_end
cbo_feb_2026,2026,debt_held_by_public,32095.165,proj_debt_held_by_public_end
cbo_feb_2026,2027,debt_held_by_public,34004.52,proj_debt_held_by_public_end
cbo_feb_2026,2028,debt_held_by_public,36092.745,proj_debt_held_by_public_end
cbo_feb_2026,2029,debt_held_by_public,38102.757,proj_debt_held_by_public_end
cbo_feb_2026,2030,debt_held_by_public,40279.639,proj_debt_held_by_public_end
cbo_feb_2026,2031,debt_held_by_public,42528.336,proj_debt_held_by_public_end
cbo_feb_2026,2032,debt_held_by_public,44922.49,proj_debt_held_by_public_end
cbo_feb_2026,2033,debt_held_by_public,47644.187,proj_debt_held_by_public_end
cbo_feb_2026,2034,debt_held_by_public,50393.853,proj_debt_held_by_public_end
cbo_feb_2026,2035,debt_held_by_public,53103.223,proj_debt_held_by_public_end
cbo_feb_2026,2036,debt_held_by_public,56152.391,proj_debt_held_by_public_end
cbo_feb_2026,2025,revenues_total,5234.616,proj_rev_total
cbo_feb_2026,2026,revenues_total,5595.916,proj_rev_total
cbo_feb_2026,2027,revenues_total,5885.198,proj_rev_total
cbo_feb_2026,2028,revenues_total,6071.468,proj_rev_total
cbo_feb_2026,2029,revenues_total,6319.789,proj_rev_total
cbo_feb_2026,2030,revenues_total,6594.999,proj_rev_total
cbo_feb_2026,2031,revenues_total,6869.493,proj_rev_total
cbo_feb_2026,2032,revenues_total,7129.682,proj_rev_total
cbo_feb_2026,2033,revenues_total,7391.476,proj_rev_total
cbo_feb_2026,2034,revenues_total,7668.923,proj_rev_total
cbo_feb_2026,2035,revenues_total,7971.863,proj_rev_total
cbo_feb_2026,2036,revenues_total,8300.755,proj_rev_total
cbo_feb_2026,2025,outlays_total,7009.986,proj_outlays_total
cbo_feb_2026,2026,outlays_total,7448.619,proj_outlays_total
cbo_feb_2026,2027,outlays_total,7772.401,proj_outlays_total
cbo_feb_2026,2028,outlays_total,8151.126,proj_outlays_total
cbo_feb_2026,2029,outlays_total,8339.504,proj_outlays_total
cbo_feb_2026,2030,outlays_total,8795.641,proj_outlays_total
cbo_feb_2026,2031,outlays_total,9155.188,proj_outlays_total
cbo_feb_2026,2032,outlays_total,9569.1,proj_outlays_total
cbo_feb_2026,2033,outlays_total,10172.211,proj_outlays_total
cbo_feb_2026,2034,outlays_total,10487.423,proj_outlays_total
cbo_feb_2026,2035,outlays_total,10750.897,proj_outlays_total
cbo_feb_2026,2036,outlays_total,11416.142,proj_outlays_total
cbo_feb_2026,2025,deficit_total,-1775.37,proj_deficit_total
cbo_feb_2026,2026,deficit_total,-1852.703,proj_deficit_total
cbo_feb_2026,2027,deficit_total,-1887.203,proj_deficit_total
cbo_feb_2026,2028,deficit_total,-2079.658,proj_deficit_total
cbo_feb_2026,2029,deficit_total,-2019.715,proj_deficit_total
cbo_feb_2026,2030,deficit_total,-2200.642,proj_deficit_total
cbo_feb_2026,2031,deficit_total,-2285.695,proj_deficit_total
cbo_feb_2026,2032,deficit_total,-2439.418,proj_deficit_total
cbo_feb_2026,2033,deficit_total,-2780.735,proj_deficit_total
cbo_feb_2026,2034,deficit_total,-2818.5,proj_deficit_total
cbo_feb_2026,2035,deficit_total,-2779.034,proj_deficit_total
cbo_feb_2026,2036,deficit_total,-3115.387,proj_deficit_total
