id,household_id,family_id,tax_unit_index,member_count,dependent_count,dependents_under_6,dependents_6_to_16,dependents_age_17,dependents_age_18,dependents_19_to_23_student,weight,wages,interest_income,dividend_income,capital_gains,investment_income,social_security,unemployment,children,married,age_head,state_fips,source_taxable_income,agi
1250702,12507,2,2,2,0,0,0,0,0,0,4236.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,54,42,0.0,0.0
1250801,12508,0,1,1,0,0,0,0,0,0,5298.15,102000.0,121.0,60.0,0.0,181.0,0.0,0.0,0,0,34,42,88331.0,102181.0
1250901,12509,1,1,2,0,0,0,0,0,0,3844.0,0.0,0.0,0.0,0.0,0.0,46200.0,0.0,0,1,63,42,7875.0,0.0
1251001,12510,1,1,2,0,0,0,0,0,0,3418.76,0.0,5050.0,6000.0,0.0,11050.0,23880.0,0.0,0,1,80,42,21194.0,11050.0
1251201,12512,0,1,1,0,0,0,0,0,0,3890.4,0.0,0.0,0.0,0.0,0.0,19682.0,0.0,0,0,85,42,0.0,0.0
1251501,12515,1,1,2,0,0,0,0,0,0,4223.99,0.0,35195.0,0.0,0.0,35195.0,36100.0,0.0,0,1,85,42,22864.0,35195.0
1251601,12516,0,1,1,0,0,0,0,0,0,4223.99,0.0,1.0,0.0,0.0,1.0,15000.0,0.0,0,0,85,42,0.0,1.0
1251701,12517,0,1,1,0,0,0,0,0,0,4249.2,0.0,5.0,0.0,0.0,5.0,26500.0,0.0,0,0,72,42,64089.0,5.0
1251801,12518,1,1,2,0,0,0,0,0,0,3084.23,140000.0,2776.0,0.0,0.0,2776.0,54000.0,0.0,0,1,72,42,147376.0,142776.0
1252101,12521,1,1,2,1,0,0,1,0,0,2071.55,37800.0,108.0,0.0,0.0,108.0,0.0,0.0,0,0,46,42,21252.0,37908.0
1252102,12521,0,2,1,0,0,0,0,0,0,2071.55,15000.0,27.0,0.0,0.0,27.0,0.0,0.0,0,0,44,42,0.0,15027.0
1252201,12522,1,1,3,1,0,1,0,0,0,2700.68,400000.0,13320.0,600.0,0.0,13920.0,0.0,0.0,1,1,47,42,386220.0,413920.0
1252301,12523,0,1,1,0,0,0,0,0,0,3511.24,0.0,12.0,0.0,0.0,12.0,20340.0,0.0,0,0,85,42,0.0,12.0
1252501,12525,1,1,4,2,0,1,0,1,0,2058.03,110800.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,42,42,78300.0,110801.0
1252601,12526,0,1,1,0,0,0,0,0,0,4223.99,0.0,1401.0,5000.0,0.0,6401.0,21800.0,0.0,0,0,85,42,0.0,6401.0
1252701,12527,1,1,4,2,0,2,0,0,0,1954.56,80000.0,4.0,0.0,0.0,4.0,0.0,0.0,2,1,60,42,52304.0,80004.0
1252801,12528,1,1,1,0,0,0,0,0,0,3604.14,24000.0,106.0,0.0,0.0,106.0,22000.0,0.0,0,0,77,42,13846.0,24106.0
1252802,12528,1,2,1,0,0,0,0,0,0,2795.55,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,46,42,40961.0,55000.0
1253101,12531,1,1,2,0,0,0,0,0,0,4214.32,77000.0,140.0,0.0,0.0,140.0,0.0,0.0,0,1,27,42,110406.0,77140.0
1253201,12532,1,1,3,1,0,1,0,0,0,2015.25,225000.0,1013.0,0.0,0.0,1013.0,0.0,0.0,1,1,40,42,198313.0,226013.0
1253202,12532,1,2,1,1,0,0,0,0,1,2215.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19,42,0.0,0.0
1253301,12533,1,1,1,0,0,0,0,0,0,2877.71,4845.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,26,42,0.0,4846.0
1253302,12533,1,2,1,0,0,0,0,0,0,2307.43,100000.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,52,42,86151.0,100001.0
1253303,12533,1,3,1,0,0,0,0,0,0,2307.43,30000.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,51,42,16151.0,30001.0
1254101,12541,1,1,3,2,0,2,0,0,0,2285.87,14000.0,10.0,750.0,1300.0,2060.0,0.0,0.0,2,0,50,42,800.0,16060.0
1254201,12542,1,1,5,3,0,3,0,0,0,2149.82,134000.0,850.0,0.0,0.0,850.0,0.0,0.0,3,1,42,42,107150.0,134850.0
1254301,12543,0,1,1,0,0,0,0,0,0,3865.85,0.0,75.0,0.0,0.0,75.0,20340.0,0.0,0,0,66,42,0.0,75.0
1254401,12544,0,1,1,0,0,0,0,0,0,3534.01,0.0,1934.0,4000.0,1000.0,6934.0,29000.0,0.0,0,0,67,42,0.0,6934.0
1254402,12544,0,2,1,0,0,0,0,0,0,3534.01,0.0,3501.0,100.0,600.0,4201.0,45000.0,0.0,0,0,71,42,0.0,4201.0
1254501,12545,0,1,1,0,0,0,0,0,0,3474.79,28000.0,5.0,0.0,0.0,5.0,25979.0,0.0,0,0,73,42,22750.0,28005.0
1254502,12545,0,2,1,0,0,0,0,0,0,3474.79,8000.0,0.0,0.0,0.0,0.0,5484.0,0.0,0,0,77,42,39661.0,8000.0
1254601,12546,1,1,2,0,0,0,0,0,0,4239.24,0.0,19580.0,2560.0,2785.0,24925.0,0.0,0.0,0,1,61,42,0.0,24925.0
1254701,12547,0,1,1,0,0,0,0,0,0,4458.66,0.0,2013.0,0.0,0.0,2013.0,18072.0,0.0,0,0,80,42,0.0,2013.0
1254801,12548,1,1,3,1,0,1,0,0,0,2710.36,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,26,42,19300.0,47000.0
1255001,12550,1,1,3,1,0,1,0,0,0,2105.49,99000.0,455.0,0.0,0.0,455.0,0.0,0.0,1,1,44,42,71755.0,99455.0
1255101,12551,1,1,1,0,0,0,0,0,0,4283.39,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,42,56580.0,75000.0
1255102,12551,1,2,1,0,0,0,0,0,0,4002.18,9600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,42,0.0,9600.0
1255201,12552,0,1,1,0,0,0,0,0,0,5210.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55,42,0.0,0.0
1255301,12553,1,1,2,0,0,0,0,0,0,3084.23,0.0,16217.0,144.0,0.0,16361.0,38579.0,0.0,0,1,85,42,0.0,16361.0
1255501,12555,1,1,2,0,0,0,0,0,0,4047.2,17000.0,1009.0,400.0,0.0,1409.0,0.0,0.0,0,1,38,42,29822.0,18409.0
1255502,12555,2,2,2,0,0,0,0,0,0,3844.0,0.0,25.0,0.0,0.0,25.0,48612.0,0.0,0,1,67,42,0.0,25.0
1255701,12557,0,1,1,0,0,0,0,0,0,4744.49,56000.0,210.0,0.0,0.0,210.0,0.0,0.0,0,0,35,42,42360.0,56210.0
1255901,12559,1,1,1,0,0,0,0,0,0,2241.88,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,68,42,9303.0,3.0
1255902,12559,1,2,1,1,0,0,0,0,0,2912.88,15600.0,50.0,0.0,0.0,50.0,0.0,0.0,0,0,23,42,1800.0,15650.0
1256001,12560,1,1,2,0,0,0,0,0,0,4557.55,62500.0,201.0,0.0,0.0,201.0,8147.0,0.0,0,1,57,42,41926.0,62701.0
1256201,12562,1,1,2,0,0,0,0,0,0,2721.84,0.0,1776.0,0.0,0.0,1776.0,0.0,0.0,0,1,68,42,0.0,1776.0
1256301,12563,1,1,2,0,0,0,0,0,0,3474.79,0.0,11.0,0.0,0.0,11.0,38000.0,0.0,0,1,79,42,0.0,11.0
1256401,12564,1,1,1,0,0,0,0,0,0,5701.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,61,42,0.0,0.0
1256402,12564,1,2,1,0,0,0,0,0,0,3700.84,42000.0,27.0,0.0,0.0,27.0,0.0,0.0,0,0,34,42,28177.0,42027.0
1256501,12565,1,1,2,1,1,0,0,0,0,1665.15,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,25,42,9200.0,30000.0
1256502,12565,0,2,1,0,0,0,0,0,0,1665.15,45000.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,24,42,31152.0,45002.0
1256601,12566,1,1,3,2,2,0,0,0,0,2573.28,20.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0,28,42,0.0,21.0
1256602,12566,1,2,1,0,0,0,0,0,0,1350.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,85,42,0.0,0.0
1256603,12566,1,3,1,0,0,0,0,0,0,2026.02,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34,42,16150.0,30000.0
1256604,12566,0,4,1,0,0,0,0,0,0,2026.02,40000.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,28,42,23653.0,40003.0
1256701,12567,1,1,2,0,0,0,0,0,0,2781.99,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,49,42,0.0,18000.0
1257001,12570,1,1,6,4,0,4,0,0,0,1628.8,86000.0,1300.0,0.0,0.0,1300.0,0.0,0.0,4,1,52,42,59600.0,87300.0
1257101,12571,0,1,1,0,0,0,0,0,0,2185.23,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,46,42,0.0,10000.0
1257301,12573,1,1,1,0,0,0,0,0,0,2856.29,55000.0,5000.0,0.0,0.0,5000.0,0.0,0.0,0,0,47,42,46150.0,60000.0
1257302,12573,1,2,1,0,0,0,0,0,0,1885.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,75,42,0.0,0.0
1257401,12574,0,1,1,0,0,0,0,0,0,4175.92,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25,42,0.0,10000.0
1257501,12575,1,1,2,0,0,0,0,0,0,4232.67,148000.0,12951.0,0.0,0.0,12951.0,0.0,0.0,0,1,51,42,133251.0,160951.0
1257502,12575,2,2,2,0,0,0,0,0,0,3511.24,0.0,2.0,250.0,0.0,252.0,46584.0,0.0,0,1,80,42,11711.0,252.0
1257601,12576,1,1,2,0,0,0,0,0,0,3605.71,117000.0,3355.0,250.0,0.0,3605.0,0.0,0.0,0,1,40,42,102905.0,120605.0
1257701,12577,1,1,2,0,0,0,0,0,0,4318.84,0.0,102.0,0.0,0.0,102.0,8844.0,0.0,0,1,61,42,28419.0,102.0
1258201,12582,0,1,1,0,0,0,0,0,0,3202.49,43000.0,2.0,0.0,0.0,2.0,0.0,0.0,0,0,68,42,27302.0,43002.0
1259001,12590,1,1,2,1,0,1,0,0,0,2043.24,101000.0,1707.0,0.0,0.0,1707.0,0.0,0.0,1,0,47,42,81907.0,102707.0
1259002,12590,0,2,1,0,0,0,0,0,0,2043.24,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,36,42,24200.0,45000.0
1259003,12590,1,3,1,1,0,0,0,0,1,2173.58,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,42,0.0,5760.0
1259101,12591,1,1,3,2,1,1,0,0,0,1997.41,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2,0,38,42,0.0,4.0
1259102,12591,0,2,1,0,0,0,0,0,0,1997.41,38000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,42,24150.0,38000.0
1259201,12592,1,1,2,0,0,0,0,0,0,2351.43,41600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,50,42,13900.0,41600.0
1259301,12593,0,1,1,0,0,0,0,0,0,2331.64,0.0,292.0,0.0,0.0,292.0,15899.0,0.0,0,0,79,42,0.0,292.0
1259302,12593,0,2,1,0,0,0,0,0,0,2331.64,0.0,150.0,0.0,0.0,150.0,12200.0,0.0,0,0,80,42,0.0,150.0
1259501,12595,1,1,2,1,0,1,0,0,0,3196.45,30000.0,6.0,0.0,0.0,6.0,0.0,0.0,1,0,34,42,9206.0,30006.0
1259601,12596,0,1,1,0,0,0,0,0,0,2831.84,0.0,22.0,0.0,0.0,22.0,15348.0,0.0,0,0,76,42,0.0,22.0
1259701,12597,1,1,1,0,0,0,0,0,0,2951.21,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0,0,68,42,0.0,0.0
1259702,12597,2,2,4,3,0,1,2,0,0,2982.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,42,42,0.0,0.0
1259801,12598,1,1,4,2,2,0,0,0,0,2352.8,48000.0,11.0,0.0,0.0,11.0,0.0,0.0,2,1,34,42,20311.0,48011.0
1259802,12598,1,2,1,0,0,0,0,0,0,2411.04,0.0,0.0,0.0,0.0,0.0,12059.0,0.0,0,0,71,42,0.0,0.0
1259901,12599,1,1,3,1,0,1,0,0,0,2008.15,60000.0,5.0,0.0,0.0,5.0,0.0,0.0,1,1,47,42,49405.0,60005.0
1260001,12600,1,1,3,1,0,0,0,1,0,2510.37,255000.0,17.0,0.0,0.0,17.0,0.0,0.0,0,1,58,42,243318.0,255017.0
1260002,12600,1,2,1,1,0,0,0,0,0,2246.5,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,42,4150.0,18000.0
1260003,12600,1,3,1,0,0,0,0,0,0,1940.19,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0,0,25,42,0.0,3.0
1260101,12601,1,1,3,1,0,0,1,0,0,2289.22,38000.0,99999.0,0.0,0.0,99999.0,0.0,0.0,0,1,46,42,110299.0,137999.0
1260102,12601,1,2,1,1,0,0,0,0,0,2786.81,50000.0,5.0,0.0,0.0,5.0,0.0,0.0,0,0,21,42,36155.0,50005.0
1260103,12601,1,3,1,1,0,0,0,0,1,2786.81,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,20,42,0.0,1.0
1260401,12604,1,1,1,0,0,0,0,0,0,4292.3,100000.0,2800.0,0.0,0.0,2800.0,0.0,0.0,0,0,47,42,88950.0,102800.0
1260402,12604,2,2,2,0,0,0,0,0,0,3511.24,0.0,225.0,0.0,0.0,225.0,37320.0,0.0,0,1,75,42,0.0,225.0
1260501,12605,1,1,1,0,0,0,0,0,0,3264.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,58,42,0.0,0.0
1260502,12605,2,2,2,1,1,0,0,0,0,3162.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,24,42,0.0,0.0
1260701,12607,1,1,3,1,0,0,1,0,0,2342.72,116500.0,50.0,0.0,0.0,50.0,0.0,0.0,0,1,54,42,86347.0,116550.0
1260702,12607,1,2,1,0,0,0,0,0,0,5248.5,40000.0,21.0,0.0,0.0,21.0,0.0,0.0,0,0,27,42,20872.0,40021.0
1260801,12608,1,1,2,0,0,0,0,0,0,3708.46,68000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,58,42,40300.0,68000.0
1260802,12608,1,2,1,0,0,0,0,0,0,4468.08,25600.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,29,42,11750.0,25600.0
1260803,12608,1,3,1,0,0,0,0,0,0,4962.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,42,0.0,0.0
1260901,12609,0,1,1,0,0,0,0,0,0,4182.32,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,42,46150.0,60000.0
1260902,12609,0,2,1,0,0,0,0,0,0,4182.32,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26,42,51150.0,65000.0
1261001,12610,1,1,2,0,0,0,0,0,0,3980.39,0.0,0.0,0.0,0.0,0.0,38400.0,0.0,0,1,72,42,0.0,0.0
1261101,12611,1,1,1,0,0,0,0,0,0,3967.22,22000.0,0.0,0.0,0.0,0.0,17400.0,0.0,0,0,69,42,9150.0,22000.0
1261102,12611,1,2,1,0,0,0,0,0,0,4484.67,22500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27,42,8650.0,22500.0
1261201,12612,0,1,1,0,0,0,0,0,0,3542.59,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,45,42,76150.0,90000.0
1261301,12613,1,1,2,0,0,0,0,0,0,2464.7,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0,1,50,42,0.0,0.0
1261302,12613,1,2,1,1,0,0,0,0,0,2388.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,42,0.0,0.0
1261303,12613,2,3,2,1,1,0,0,0,0,2388.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22,42,0.0,0.0
1261901,12619,0,1,1,0,0,0,0,0,0,4699.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,53,42,8950.0,0.0
1262401,12624,1,1,2,0,0,0,0,0,0,4859.77,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,24,42,0.0,24000.0
1262501,12625,1,1,8,6,2,4,0,0,0,2357.22,51000.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,34,42,23300.0,51000.0
1262601,12626,1,1,6,4,4,0,0,0,0,2436.62,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,25,42,2300.0,30000.0
1262701,12627,1,1,4,2,0,2,0,0,0,1920.34,104000.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,47,42,76300.0,104000.0
1262702,12627,1,2,1,1,0,0,0,0,1,2646.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,42,0.0,0.0
1262801,12628,1,1,4,3,0,3,0,0,0,2202.16,32000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,34,42,11200.0,32000.0
1262901,12629,1,1,1,0,0,0,0,0,0,3859.49,90000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,59,42,73757.0,90000.0
1262902,12629,1,2,1,0,0,0,0,0,0,4070.32,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,42,6152.0,20000.0
1262903,12629,0,3,1,0,0,0,0,0,0,3859.49,29752.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,42,15902.0,29752.0
1263001,12630,1,1,2,0,0,0,0,0,0,4106.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,64,42,22449.0,0.0
1263301,12633,1,1,2,0,0,0,0,0,0,3713.78,27500.0,803.0,0.0,0.0,803.0,69600.0,0.0,0,1,67,42,111764.0,28303.0
1263401,12634,0,1,1,0,0,0,0,0,0,1964.35,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,42,16150.0,30000.0
1263402,12634,0,2,1,0,0,0,0,0,0,1964.35,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,42,16150.0,30000.0
1263601,12636,1,1,1,0,0,0,0,0,0,3753.3,12000.0,0.0,0.0,0.0,0.0,14400.0,0.0,0,0,66,42,0.0,12000.0
1263602,12636,1,2,1,0,0,0,0,0,0,3989.09,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,33,42,0.0,5000.0
1263701,12637,0,1,1,0,0,0,0,0,0,3737.36,0.0,2.0,0.0,0.0,2.0,23711.0,0.0,0,0,85,42,0.0,2.0
1263801,12638,0,1,1,0,0,0,0,0,0,2115.77,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,43,42,236150.0,250000.0
1263901,12639,1,1,2,0,0,0,0,0,0,2187.25,104000.0,12.0,0.0,0.0,12.0,0.0,0.0,0,1,41,42,76312.0,104012.0
1264001,12640,1,1,4,2,0,1,0,1,0,2170.46,40440.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,46,42,7741.0,40441.0
1264002,12640,1,2,1,1,0,0,0,0,1,2433.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,42,0.0,0.0
1264003,12640,1,3,1,1,0,0,0,0,1,2433.34,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,42,0.0,5000.0
1264101,12641,0,1,1,0,0,0,0,0,0,4970.61,16500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,42,2650.0,16500.0
1264102,12641,0,2,1,0,0,0,0,0,0,5101.98,9500.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,42,0.0,9500.0
1264201,12642,0,1,1,0,0,0,0,0,0,4259.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,49,42,0.0,0.0
1264301,12643,1,1,2,0,0,0,0,0,0,4637.28,70000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21,42,42300.0,70000.0
1264401,12644,0,1,1,0,0,0,0,0,0,5609.53,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,23,42,26150.0,40000.0
1264601,12646,0,1,1,0,0,0,0,0,0,3788.4,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,55,42,106150.0,120000.0
1264701,12647,1,1,2,0,0,0,0,0,0,4568.66,128000.0,1005.0,0.0,0.0,1005.0,0.0,0.0,0,1,25,42,101305.0,129005.0
1264801,12648,0,1,1,0,0,0,0,0,0,3648.67,0.0,1633.0,0.0,0.0,1633.0,0.0,0.0,0,0,59,42,0.0,1633.0
1265801,12658,1,1,3,1,0,0,1,0,0,2785.91,70000.0,0.0,0.0,0.0,0.0,30000.0,0.0,0,1,63,42,67800.0,70000.0
1265901,12659,1,1,4,2,0,2,0,0,0,2199.44,46574.0,2010.0,0.0,0.0,2010.0,0.0,0.0,2,1,37,42,20884.0,48584.0
1266001,12660,1,1,5,3,1,2,0,0,0,2195.39,165000.0,2900.0,0.0,0.0,2900.0,0.0,0.0,3,1,39,42,140200.0,167900.0
1266101,12661,1,1,4,2,0,2,0,0,0,2338.59,125000.0,51.0,0.0,0.0,51.0,0.0,0.0,2,1,46,42,97351.0,125051.0
1266201,12662,0,1,1,0,0,0,0,0,0,2762.53,3000.0,36.0,0.0,0.0,36.0,0.0,0.0,0,0,50,42,12166.0,3036.0
1266401,12664,1,1,9,7,2,5,0,0,0,1996.8,13500.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,35,42,0.0,13500.0
1266501,12665,1,1,3,1,1,0,0,0,0,1978.79,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,23,42,0.0,15000.0
1266601,12666,1,1,8,6,4,2,0,0,0,2090.86,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,32,42,17300.0,45000.0
1266701,12667,1,1,3,2,1,1,0,0,0,2581.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,28,42,0.0,0.0
1266702,12667,0,2,1,0,0,0,0,0,0,2581.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,42,63268.0,0.0
1267401,12674,0,1,1,0,0,0,0,0,0,3761.22,0.0,14905.0,90.0,20.0,15015.0,55000.0,0.0,0,0,73,42,63800.0,15015.0
1267501,12675,0,1,1,0,0,0,0,0,0,3520.82,0.0,2.0,0.0,0.0,2.0,18863.0,0.0,0,0,75,42,0.0,2.0
1267801,12678,0,1,1,0,0,0,0,0,0,4130.59,0.0,1492.0,1000.0,4000.0,6492.0,0.0,0.0,0,0,63,42,38842.0,6492.0
1267901,12679,0,1,1,0,0,0,0,0,0,4184.06,32168.0,225.0,0.0,0.0,225.0,0.0,0.0,0,0,47,42,18543.0,32393.0
1268001,12680,0,1,1,0,0,0,0,0,0,4050.54,6300.0,5.0,0.0,0.0,5.0,2800.0,8840.0,0,0,67,42,0.0,15145.0
1268101,12681,1,1,1,0,0,0,0,0,0,5683.83,38000.0,520.0,0.0,0.0,520.0,0.0,0.0,0,0,61,42,83070.0,38520.0
1268102,12681,1,2,1,1,0,0,0,0,0,4648.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,42,0.0,0.0
1268201,12682,1,1,2,0,0,0,0,0,0,5194.3,49000.0,0.0,0.0,0.0,0.0,0.0,12628.0,0,1,56,42,33928.0,61628.0
1268202,12682,1,2,1,0,0,0,0,0,0,5031.21,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,24,42,0.0,3000.0
1268203,12682,1,3,1,1,0,0,0,0,0,5031.21,3667.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22,42,0.0,3667.0
1268204,12682,1,4,1,1,0,0,0,0,1,5031.21,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,20,42,0.0,3700.0
1268301,12683,1,1,2,0,0,0,0,0,0,5776.98,43625.0,549.0,42.0,42.0,633.0,0.0,1639.0,0,1,61,42,53771.0,45897.0
1268401,12684,0,1,1,0,0,0,0,0,0,5279.43,125000.0,7700.0,0.0,0.0,7700.0,0.0,0.0,0,0,56,42,118850.0,132700.0
1268601,12686,0,1,1,0,0,0,0,0,0,4014.57,0.0,0.0,0.0,0.0,0.0,22500.0,0.0,0,0,73,42,13863.0,0.0
1268701,12687,0,1,1,0,0,0,0,0,0,4874.29,32000.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,45,42,18151.0,32001.0
1268901,12689,0,1,1,0,0,0,0,0,0,4252.63,0.0,0.0,0.0,0.0,0.0,25000.0,0.0,0,0,80,42,0.0,0.0
1268902,12689,0,2,1,0,0,0,0,0,0,4252.63,72000.0,3002.0,0.0,0.0,3002.0,0.0,0.0,0,0,45,42,61652.0,75002.0
1269001,12690,1,1,2,1,0,1,0,0,0,2157.23,93000.0,15005.0,0.0,0.0,15005.0,0.0,0.0,1,0,52,42,87205.0,108005.0
1269002,12690,1,2,1,1,0,0,0,0,1,3125.61,5000.0,5.0,0.0,0.0,5.0,0.0,0.0,0,0,21,42,0.0,5005.0
1269101,12691,1,1,5,3,0,3,0,0,0,2252.75,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,48,42,122300.0,150000.0
1269301,12693,1,1,1,0,0,0,0,0,0,4638.23,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,49,42,46150.0,60000.0
1269302,12693,1,2,1,0,0,0,0,0,0,3520.82,0.0,2.0,0.0,0.0,2.0,17400.0,0.0,0,0,77,42,0.0,2.0
1270201,12702,1,1,2,1,0,1,0,0,0,2591.72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,61,42,0.0,1.0
1270301,12703,1,1,4,2,0,2,0,0,0,2533.45,84000.0,1700.0,100.0,1000.0,2800.0,0.0,0.0,2,1,44,42,62900.0,86800.0
1270302,12703,1,2,1,1,0,0,0,0,1,3136.25,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,21,42,0.0,3000.0
1270401,12704,1,1,4,2,0,2,0,0,0,2907.13,96000.0,4259.0,5200.0,0.0,9459.0,0.0,0.0,2,1,43,42,77759.0,105459.0
1270501,12705,1,1,3,1,1,0,0,0,0,2623.91,33000.0,74.0,7.0,50.0,131.0,0.0,0.0,1,1,38,42,5381.0,33131.0
1270601,12706,0,1,1,0,0,0,0,0,0,2539.42,34000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,41,42,20150.0,34000.0
1270701,12707,1,1,2,0,0,0,0,0,0,3568.78,0.0,1.0,0.0,0.0,1.0,37546.0,0.0,0,1,85,42,57903.0,1.0
1270801,12708,1,1,2,0,0,0,0,0,0,1718.16,0.0,20064.0,1500.0,950.0,22514.0,52427.0,0.0,0,1,70,42,37432.0,22514.0
1270901,12709,1,1,2,0,0,0,0,0,0,3964.85,40000.0,17.0,0.0,0.0,17.0,0.0,0.0,0,1,40,42,12317.0,40017.0
1271001,12710,0,1,1,0,0,0,0,0,0,3932.49,0.0,1011.0,16000.0,1.0,17012.0,22000.0,0.0,0,0,71,42,44332.0,17012.0
1271101,12711,0,1,1,0,0,0,0,0,0,4064.61,40000.0,7.0,0.0,0.0,7.0,0.0,12300.0,0,0,57,42,38457.0,52307.0
1271201,12712,0,1,1,0,0,0,0,0,0,3134.78,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0,0,77,42,53300.0,0.0
1271301,12713,0,1,1,0,0,0,0,0,0,3591.93,0.0,715.0,0.0,0.0,715.0,20400.0,0.0,0,0,69,42,0.0,715.0
