date,variable,value,estimate_type
2030,hours_nfb_pct_change,0.538,projected
2031,hours_nfb_pct_change,0.55,projected
2032,hours_nfb_pct_change,0.5,projected
2033,hours_nfb_pct_change,0.463,projected
2034,hours_nfb_pct_change,0.444,projected
2035,hours_nfb_pct_change,0.424,projected
2036,hours_nfb_pct_change,0.399,projected
2023,house_price_index_fhfa,390.695,actual
2024,house_price_index_fhfa,413.397,actual
2025,house_price_index_fhfa,428.087,projected
2026,house_price_index_fhfa,435.351,projected
2027,house_price_index_fhfa,447.424,projected
2028,house_price_index_fhfa,462.442,projected
2029,house_price_index_fhfa,478.906,projected
2030,house_price_index_fhfa,496.268,projected
2031,house_price_index_fhfa,514.363,projected
2032,house_price_index_fhfa,533.164,projected
2033,house_price_index_fhfa,552.686,projected
2034,house_price_index_fhfa,572.886,projected
2035,house_price_index_fhfa,593.821,projected
2036,house_price_index_fhfa,615.534,projected
2023,households,129.93,actual
2024,households,131.332,actual
2025,households,132.427,projected
2026,households,133.68,projected
2027,households,134.888,projected
2028,households,136.087,projected
2029,households,137.243,projected
2030,households,138.337,projected
2031,households,139.322,projected
2032,households,140.182,projected
2033,households,140.947,projected
2034,households,141.673,projected
2035,households,142.368,projected
2036,households,143.032,projected
2023,imports,3862.5,actual
2024,imports,4041.5,actual
2025,imports,4272.4,projected
2026,imports,4227.3,projected
2027,imports,4383.3,projected
2028,imports,4468.6,projected
2029,imports,4562.6,projected
2030,imports,4684.3,projected
2031,imports,4827.2,projected
2032,imports,4943.7,projected
2033,imports,5074.6,projected
2034,imports,5232.9,projected
2035,imports,5405.1,projected
2036,imports,5615.2,projected
2023,imports_pct_change,-1.437,actual
2024,imports_pct_change,4.634,actual
2025,imports_pct_change,5.712,projected
2026,imports_pct_change,-1.054,projected
2027,imports_pct_change,3.689,projected
2028,imports_pct_change,1.945,projected
2029,imports_pct_change,2.103,projected
2030,imports_pct_change,2.667,projected
2031,imports_pct_change,3.05,projected
2032,imports_pct_change,2.413,projected
2033,imports_pct_change,2.648,projected
2034,imports_pct_change,3.118,projected
2035,imports_pct_change,3.292,projected
2036,imports_pct_change,3.885,projected
2023,interest_inc_pers,1770.8,actual
2024,interest_inc_pers,1918.6,actual
2025,interest_inc_pers,1987.1,projected
2026,interest_inc_pers,2213.4,projected
2027,interest_inc_pers,2393.1,projected
2028,interest_inc_pers,2609.2,projected
2029,interest_inc_pers,2840.1,projected
2030,interest_inc_pers,3026.3,projected
2031,interest_inc_pers,3201.9,projected
2032,interest_inc_pers,3383.8,projected
2033,interest_inc_pers,3550.3,projected
2034,interest_inc_pers,3727.9,projected
2035,interest_inc_pers,3897.1,projected
2036,interest_inc_pers,4055.0,projected
2023,interest_inc_pers_share_of_gdp,6.5,actual
2024,interest_inc_pers_share_of_gdp,6.6,actual
2025,interest_inc_pers_share_of_gdp,6.6,projected
2026,interest_inc_pers_share_of_gdp,6.9,projected
2027,interest_inc_pers_share_of_gdp,7.2,projected
2028,interest_inc_pers_share_of_gdp,7.5,projected
2029,interest_inc_pers_share_of_gdp,7.9,projected
2030,interest_inc_pers_share_of_gdp,8.1,projected
2031,interest_inc_pers_share_of_gdp,8.2,projected
2032,interest_inc_pers_share_of_gdp,8.4,projected
2033,interest_inc_pers_share_of_gdp,8.5,projected
2034,interest_inc_pers_share_of_gdp,8.6,projected
2035,interest_inc_pers_share_of_gdp,8.7,projected
2036,interest_inc_pers_share_of_gdp,8.7,projected
2023,labor_force,166.356,actual
2024,labor_force,167.942,actual
2025,labor_force,170.113,projected
2026,labor_force,171.962,projected
2027,labor_force,173.092,projected
2028,labor_force,173.924,projected
2029,labor_force,174.79,projected
2030,labor_force,175.677,projected
2031,labor_force,176.531,projected
2032,labor_force,177.324,projected
2033,labor_force,178.048,projected
2034,labor_force,178.704,projected
2035,labor_force,179.317,projected
2036,labor_force,179.905,projected
2023,labor_force_census,167.669,actual
2024,labor_force_census,170.762,actual
2025,labor_force_census,171.984,projected
2026,labor_force_census,172.823,projected
2027,labor_force_census,173.519,projected
2028,labor_force_census,174.224,projected
2029,labor_force_census,174.966,projected
2030,labor_force_census,175.752,projected
2031,labor_force_census,176.571,projected
2032,labor_force_census,177.35,projected
2033,labor_force_census,178.065,projected
2034,labor_force_census,178.716,projected
2035,labor_force_census,179.325,projected
2036,labor_force_census,179.91,projected
2023,labor_force_census_pct_change,1.798,actual
2024,labor_force_census_pct_change,1.844,actual
2025,labor_force_census_pct_change,0.715,projected
2026,labor_force_census_pct_change,0.488,projected
2027,labor_force_census_pct_change,0.402,projected
2028,labor_force_census_pct_change,0.406,projected
2029,labor_force_census_pct_change,0.426,projected
2030,labor_force_census_pct_change,0.448,projected
2031,labor_force_census_pct_change,0.465,projected
2032,labor_force_census_pct_change,0.441,projected
2033,labor_force_census_pct_change,0.403,projected
2034,labor_force_census_pct_change,0.365,projected
2035,labor_force_census_pct_change,0.34,projected
2036,labor_force_census_pct_change,0.326,projected
2023,labor_force_pct_change,1.65,actual
2024,labor_force_pct_change,0.953,actual
2025,labor_force_pct_change,1.292,projected
2026,labor_force_pct_change,1.086,projected
2027,labor_force_pct_change,0.656,projected
2028,labor_force_pct_change,0.48,projected
2029,labor_force_pct_change,0.497,projected
2030,labor_force_pct_change,0.507,projected
2031,labor_force_pct_change,0.485,projected
2032,labor_force_pct_change,0.449,projected
2033,labor_force_pct_change,0.408,projected
2034,labor_force_pct_change,0.368,projected
2035,labor_force_pct_change,0.342,projected
2036,labor_force_pct_change,0.327,projected
2023,lfpr_16yo,62.5,actual
2024,lfpr_16yo,62.63,actual
2025,lfpr_16yo,62.44,projected
2026,lfpr_16yo,62.4,projected
2027,lfpr_16yo,62.32,projected
2028,lfpr_16yo,62.27,projected
2029,lfpr_16yo,62.22,projected
2030,lfpr_16yo,62.16,projected
2031,lfpr_16yo,62.1,projected
2032,lfpr_16yo,62.04,projected
2033,lfpr_16yo,61.98,projected
2034,lfpr_16yo,61.94,projected
2035,lfpr_16yo,61.9,projected
2036,lfpr_16yo,61.89,projected
2023,lfpr_16yo_census,62.65,actual
2024,lfpr_16yo_census,62.91,actual
2025,lfpr_16yo_census,62.63,projected
2026,lfpr_16yo_census,62.47,projected
2027,lfpr_16yo_census,62.39,projected
2028,lfpr_16yo_census,62.32,projected
2029,lfpr_16yo_census,62.25,projected
2030,lfpr_16yo_census,62.18,projected
2031,lfpr_16yo_census,62.11,projected
2032,lfpr_16yo_census,62.05,projected
2033,lfpr_16yo_census,61.99,projected
2034,lfpr_16yo_census,61.94,projected
2035,lfpr_16yo_census,61.91,projected
2036,lfpr_16yo_census,61.89,projected
2023,nat_gas_price_henry_hub,3.24,actual
2024,nat_gas_price_henry_hub,2.27,actual
2025,nat_gas_price_henry_hub,3.2,projected
2026,nat_gas_price_henry_hub,3.95,projected
2027,nat_gas_price_henry_hub,4.08,projected
2028,nat_gas_price_henry_hub,3.86,projected
2029,nat_gas_price_henry_hub,3.74,projected
2030,nat_gas_price_henry_hub,3.7,projected
2031,nat_gas_price_henry_hub,3.61,projected
2032,nat_gas_price_henry_hub,3.5,projected
2033,nat_gas_price_henry_hub,3.38,projected
2034,nat_gas_price_henry_hub,3.42,projected
2035,nat_gas_price_henry_hub,3.51,projected
2036,nat_gas_price_henry_hub,3.58,projected
2023,net_exports,-802.1,actual
2024,net_exports,-860.8,actual
2025,net_exports,-993.9,projected
2026,net_exports,-903.4,projected
2027,net_exports,-925.6,projected
2028,net_exports,-877.1,projected
2029,net_exports,-822.3,projected
2030,net_exports,-787.8,projected
2031,net_exports,-765.4,projected
2032,net_exports,-717.7,projected
2033,net_exports,-686.1,projected
2034,net_exports,-681.3,projected
2035,net_exports,-691.8,projected
2036,net_exports,-741.6,projected
2023,nfb_capital_share,0.329,actual
2024,nfb_capital_share,0.329,actual
2025,nfb_capital_share,0.329,projected
2026,nfb_capital_share,0.329,projected
2027,nfb_capital_share,0.329,projected
2028,nfb_capital_share,0.329,projected
2029,nfb_capital_share,0.329,projected
2030,nfb_capital_share,0.329,projected
2031,nfb_capital_share,0.329,projected
2032,nfb_capital_share,0.329,projected
2033,nfb_capital_share,0.329,projected
2034,nfb_capital_share,0.329,projected
2035,nfb_capital_share,0.329,projected
2036,nfb_capital_share,0.329,projected
2023,nfb_index_capital_services,116.511,actual
2024,nfb_index_capital_services,119.665,actual
2025,nfb_index_capital_services,123.046,projected
2026,nfb_index_capital_services,126.682,projected
2027,nfb_index_capital_services,130.274,projected
2028,nfb_index_capital_services,133.75,projected
2029,nfb_index_capital_services,137.07,projected
2030,nfb_index_capital_services,140.254,projected
2031,nfb_index_capital_services,143.372,projected
2032,nfb_index_capital_services,146.505,projected
2033,nfb_index_capital_services,149.717,projected
2034,nfb_index_capital_services,152.993,projected
2035,nfb_index_capital_services,156.355,projected
2036,nfb_index_capital_services,159.841,projected
2023,nfb_index_capital_services_pct_change,2.792,actual
2024,nfb_index_capital_services_pct_change,2.706,actual
2025,nfb_index_capital_services_pct_change,2.825,projected
2026,nfb_index_capital_services_pct_change,2.954,projected
2027,nfb_index_capital_services_pct_change,2.835,projected
2028,nfb_index_capital_services_pct_change,2.668,projected
2029,nfb_index_capital_services_pct_change,2.481,projected
2030,nfb_index_capital_services_pct_change,2.322,projected
2031,nfb_index_capital_services_pct_change,2.223,projected
2032,nfb_index_capital_services_pct_change,2.184,projected
2033,nfb_index_capital_services_pct_change,2.192,projected
2034,nfb_index_capital_services_pct_change,2.188,projected
2035,nfb_index_capital_services_pct_change,2.197,projected
2036,nfb_index_capital_services_pct_change,2.229,projected
2023,nfb_potential_hrs_worked,104.163,actual
2024,nfb_potential_hrs_worked,105.575,actual
2025,nfb_potential_hrs_worked,106.724,projected
2026,nfb_potential_hrs_worked,107.468,projected
2027,nfb_potential_hrs_worked,108.082,projected
2028,nfb_potential_hrs_worked,108.699,projected
2029,nfb_potential_hrs_worked,109.302,projected
2030,nfb_potential_hrs_worked,109.894,projected
2031,nfb_potential_hrs_worked,110.496,projected
2032,nfb_potential_hrs_worked,111.045,projected
2033,nfb_potential_hrs_worked,111.559,projected
2034,nfb_potential_hrs_worked,112.056,projected
2035,nfb_potential_hrs_worked,112.537,projected
2036,nfb_potential_hrs_worked,112.994,projected
2023,nfb_potential_hrs_worked_pct_change,1.164,actual
2024,nfb_potential_hrs_worked_pct_change,1.355,actual
2025,nfb_potential_hrs_worked_pct_change,1.088,projected
2026,nfb_potential_hrs_worked_pct_change,0.697,projected
2027,nfb_potential_hrs_worked_pct_change,0.571,projected
2028,nfb_potential_hrs_worked_pct_change,0.57,projected
2029,nfb_potential_hrs_worked_pct_change,0.554,projected
2030,nfb_potential_hrs_worked_pct_change,0.541,projected
2031,nfb_potential_hrs_worked_pct_change,0.547,projected
2032,nfb_potential_hrs_worked_pct_change,0.496,projected
2033,nfb_potential_hrs_worked_pct_change,0.462,projected
2034,nfb_potential_hrs_worked_pct_change,0.446,projected
2035,nfb_potential_hrs_worked_pct_change,0.428,projected
2036,nfb_potential_hrs_worked_pct_change,0.406,projected
2023,nfb_potential_lab_prod,78.157,actual
2024,nfb_potential_lab_prod,79.4,actual
2025,nfb_potential_lab_prod,80.729,projected
2026,nfb_potential_lab_prod,82.209,projected
2027,nfb_potential_lab_prod,83.77,projected
2028,nfb_potential_lab_prod,85.307,projected
2029,nfb_potential_lab_prod,86.827,projected
2030,nfb_potential_lab_prod,88.366,projected
2031,nfb_potential_lab_prod,89.903,projected
2032,nfb_potential_lab_prod,91.459,projected
2033,nfb_potential_lab_prod,93.031,projected
2034,nfb_potential_lab_prod,94.622,projected
2035,nfb_potential_lab_prod,96.232,projected
2036,nfb_potential_lab_prod,97.877,projected
2023,nfb_potential_lab_prod_pct_change,1.659,actual
2024,nfb_potential_lab_prod_pct_change,1.589,actual
2025,nfb_potential_lab_prod_pct_change,1.673,projected
2026,nfb_potential_lab_prod_pct_change,1.833,projected
2027,nfb_potential_lab_prod_pct_change,1.898,projected
2028,nfb_potential_lab_prod_pct_change,1.834,projected
2029,nfb_potential_lab_prod_pct_change,1.782,projected
2030,nfb_potential_lab_prod_pct_change,1.771,projected
2031,nfb_potential_lab_prod_pct_change,1.739,projected
2032,nfb_potential_lab_prod_pct_change,1.73,projected
2033,nfb_potential_lab_prod_pct_change,1.719,projected
2034,nfb_potential_lab_prod_pct_change,1.709,projected
2035,nfb_potential_lab_prod_pct_change,1.701,projected
2036,nfb_potential_lab_prod_pct_change,1.709,projected
2023,nfb_potential_tfp,107.432,actual
2024,nfb_potential_tfp,108.661,actual
2025,nfb_potential_tfp,109.883,projected
2026,nfb_potential_tfp,111.082,projected
2027,nfb_potential_tfp,112.353,projected
2028,nfb_potential_tfp,113.624,projected
2029,nfb_potential_tfp,114.912,projected
2030,nfb_potential_tfp,116.261,projected
2031,nfb_potential_tfp,117.634,projected
2032,nfb_potential_tfp,119.015,projected
2033,nfb_potential_tfp,120.384,projected
2034,nfb_potential_tfp,121.751,projected
2035,nfb_potential_tfp,123.115,projected
2036,nfb_potential_tfp,124.484,projected
2023,nfb_potential_tfp_pct_change,1.127,actual
2024,nfb_potential_tfp_pct_change,1.143,actual
2025,nfb_potential_tfp_pct_change,1.124,projected
2026,nfb_potential_tfp_pct_change,1.091,projected
2027,nfb_potential_tfp_pct_change,1.144,projected
2028,nfb_potential_tfp_pct_change,1.13,projected
2029,nfb_potential_tfp_pct_change,1.133,projected
2030,nfb_potential_tfp_pct_change,1.174,projected
2031,nfb_potential_tfp_pct_change,1.18,projected
2032,nfb_potential_tfp_pct_change,1.174,projected
2033,nfb_potential_tfp_pct_change,1.149,projected
2034,nfb_potential_tfp_pct_change,1.135,projected
2035,nfb_potential_tfp_pct_change,1.12,projected
2036,nfb_potential_tfp_pct_change,1.111,projected
2023,nfb_real_potential_gdp,17101.2,actual
2024,nfb_real_potential_gdp,17608.6,actual
2025,nfb_real_potential_gdp,18098.0,projected
2026,nfb_real_potential_gdp,18558.3,projected
2027,nfb_real_potential_gdp,19018.8,projected
2028,nfb_real_potential_gdp,19478.3,projected
2029,nfb_real_potential_gdp,19935.4,projected
2030,nfb_real_potential_gdp,20398.5,projected
2031,nfb_real_potential_gdp,20867.0,projected
2032,nfb_real_potential_gdp,21333.6,projected
2033,nfb_real_potential_gdp,21800.7,projected
2034,nfb_real_potential_gdp,22272.4,projected
2035,nfb_real_potential_gdp,22748.5,projected
2036,nfb_real_potential_gdp,23231.2,projected
2023,nfb_real_potential_gdp_pct_change,2.844,actual
2024,nfb_real_potential_gdp_pct_change,2.966,actual
2025,nfb_real_potential_gdp_pct_change,2.779,projected
2026,nfb_real_potential_gdp_pct_change,2.543,projected
2027,nfb_real_potential_gdp_pct_change,2.48,projected
2028,nfb_real_potential_gdp_pct_change,2.416,projected
2029,nfb_real_potential_gdp_pct_change,2.347,projected
2030,nfb_real_potential_gdp_pct_change,2.323,projected
2031,nfb_real_potential_gdp_pct_change,2.296,projected
2032,nfb_real_potential_gdp_pct_change,2.236,projected
2033,nfb_real_potential_gdp_pct_change,2.189,projected
2034,nfb_real_potential_gdp_pct_change,2.163,projected
2035,nfb_real_potential_gdp_pct_change,2.137,projected
2036,nfb_real_potential_gdp_pct_change,2.122,projected
2023,noncyclical_rate_of_unemployment,4.434,actual
2024,noncyclical_rate_of_unemployment,4.423,actual
2025,noncyclical_rate_of_unemployment,4.408,projected
2026,noncyclical_rate_of_unemployment,4.397,projected
2027,noncyclical_rate_of_unemployment,4.381,projected
2028,noncyclical_rate_of_unemployment,4.36,projected
2029,noncyclical_rate_of_unemployment,4.335,projected
2030,noncyclical_rate_of_unemployment,4.308,projected
2031,noncyclical_rate_of_unemployment,4.282,projected
2032,noncyclical_rate_of_unemployment,4.26,projected
2033,noncyclical_rate_of_unemployment,4.24,projected
2034,noncyclical_rate_of_unemployment,4.219,projected
2035,noncyclical_rate_of_unemployment,4.198,projected
2036,noncyclical_rate_of_unemployment,4.176,projected
2023,nonres_fixed_invest,3779.9,actual
2024,nonres_fixed_invest,3996.7,actual
2025,nonres_fixed_invest,4165.4,projected
2026,nonres_fixed_invest,4414.9,projected
2027,nonres_fixed_invest,4649.3,projected
2028,nonres_fixed_invest,4850.5,projected
2029,nonres_fixed_invest,5017.1,projected
2030,nonres_fixed_invest,5173.4,projected
2031,nonres_fixed_invest,5353.9,projected
2032,nonres_fixed_invest,5560.1,projected
2033,nonres_fixed_invest,5782.0,projected
2034,nonres_fixed_invest,6005.8,projected
2035,nonres_fixed_invest,6240.2,projected
2036,nonres_fixed_invest,6488.9,projected
2023,nonres_fixed_invest_pct_change,12.221,actual
2024,nonres_fixed_invest_pct_change,5.735,actual
2025,nonres_fixed_invest_pct_change,4.222,projected
2026,nonres_fixed_invest_pct_change,5.99,projected
2027,nonres_fixed_invest_pct_change,5.308,projected
2028,nonres_fixed_invest_pct_change,4.326,projected
2029,nonres_fixed_invest_pct_change,3.434,projected
2030,nonres_fixed_invest_pct_change,3.116,projected
2031,nonres_fixed_invest_pct_change,3.488,projected
2032,nonres_fixed_invest_pct_change,3.851,projected
2033,nonres_fixed_invest_pct_change,3.99,projected
2034,nonres_fixed_invest_pct_change,3.87,projected
2035,nonres_fixed_invest_pct_change,3.903,projected
2036,nonres_fixed_invest_pct_change,3.985,projected
2023,nonwage_income,6778.5,actual
2024,nonwage_income,7190.4,actual
2025,nonwage_income,7455.5,projected
2026,nonwage_income,7943.4,projected
2027,nonwage_income,8300.2,projected
2028,nonwage_income,8646.4,projected
2029,nonwage_income,9003.8,projected
2030,nonwage_income,9357.2,projected
2031,nonwage_income,9747.8,projected
2032,nonwage_income,10181.0,projected
2033,nonwage_income,10623.1,projected
2034,nonwage_income,11095.0,projected
2035,nonwage_income,11573.9,projected
2036,nonwage_income,12053.8,projected
2023,nonwage_income_share_of_gdp,24.7,actual
2024,nonwage_income_share_of_gdp,24.8,actual
2025,nonwage_income_share_of_gdp,24.6,projected
2026,nonwage_income_share_of_gdp,24.9,projected
2027,nonwage_income_share_of_gdp,24.9,projected
2028,nonwage_income_share_of_gdp,24.9,projected
2029,nonwage_income_share_of_gdp,25.0,projected
2030,nonwage_income_share_of_gdp,25.0,projected
2031,nonwage_income_share_of_gdp,25.1,projected
2032,nonwage_income_share_of_gdp,25.3,projected
2033,nonwage_income_share_of_gdp,25.4,projected
2034,nonwage_income_share_of_gdp,25.6,projected
2035,nonwage_income_share_of_gdp,25.7,projected
2036,nonwage_income_share_of_gdp,25.8,projected
2023,oil_price_wti_spot,78.73,actual
2024,oil_price_wti_spot,78.48,actual
2025,oil_price_wti_spot,68.22,projected
2026,oil_price_wti_spot,59.2,projected
2027,oil_price_wti_spot,59.93,projected
2028,oil_price_wti_spot,62.23,projected
2029,oil_price_wti_spot,64.7,projected
2030,oil_price_wti_spot,66.87,projected
2031,oil_price_wti_spot,68.74,projected
2032,oil_price_wti_spot,70.52,projected
2033,oil_price_wti_spot,72.34,projected
2034,oil_price_wti_spot,74.2,projected
2035,oil_price_wti_spot,75.93,projected
2036,oil_price_wti_spot,77.45,projected
2023,oil_rac_composite,78.56,actual
2024,oil_rac_composite,78.66,actual
2025,oil_rac_composite,69.22,projected
2026,oil_rac_composite,57.02,projected
2027,oil_rac_composite,57.31,projected
2028,oil_rac_composite,59.52,projected
2029,oil_rac_composite,62.17,projected
2030,oil_rac_composite,64.57,projected
2031,oil_rac_composite,66.52,projected
2032,oil_rac_composite,68.29,projected
2033,oil_rac_composite,70.08,projected
2034,oil_rac_composite,71.91,projected
2035,oil_rac_composite,73.61,projected
2036,oil_rac_composite,75.09,projected
2023,oil_rac_imported,75.08,actual
2024,oil_rac_imported,75.73,actual
2025,oil_rac_imported,67.56,projected
2026,oil_rac_imported,55.81,projected
2027,oil_rac_imported,56.23,projected
2028,oil_rac_imported,58.51,projected
2029,oil_rac_imported,61.17,projected
2030,oil_rac_imported,63.56,projected
2031,oil_rac_imported,65.47,projected
2032,oil_rac_imported,67.19,projected
2033,oil_rac_imported,68.95,projected
2034,oil_rac_imported,70.75,projected
2035,oil_rac_imported,72.41,projected
2036,oil_rac_imported,73.87,projected
2023,output_gap,1.0,actual
2024,output_gap,1.4,actual
2025,output_gap,1.0,projected
2026,output_gap,1.1,projected
2027,output_gap,0.9,projected
2028,output_gap,0.6,projected
2029,output_gap,0.3,projected
2030,output_gap,0.0,projected
2031,output_gap,-0.2,projected
2032,output_gap,-0.3,projected
2033,output_gap,-0.4,projected
2034,output_gap,-0.5,projected
2035,output_gap,-0.5,projected
2036,output_gap,-0.5,projected
2023,output_per_hr_nfb,110.948,actual
2024,output_per_hr_nfb,114.226,actual
2025,output_per_hr_nfb,116.108,projected
2026,output_per_hr_nfb,118.72,projected
2027,output_per_hr_nfb,120.576,projected
2028,output_per_hr_nfb,122.563,projected
2029,output_per_hr_nfb,124.585,projected
2030,output_per_hr_nfb,126.641,projected
2031,output_per_hr_nfb,128.73,projected
2032,output_per_hr_nfb,130.854,projected
2033,output_per_hr_nfb,133.013,projected
2034,output_per_hr_nfb,135.208,projected
2035,output_per_hr_nfb,137.439,projected
2036,output_per_hr_nfb,139.743,projected
2023,output_per_hr_nfb_pct_change,0.769,actual
2024,output_per_hr_nfb_pct_change,2.955,actual
2025,output_per_hr_nfb_pct_change,1.647,projected
2026,output_per_hr_nfb_pct_change,2.249,projected
2027,output_per_hr_nfb_pct_change,1.563,projected
2028,output_per_hr_nfb_pct_change,1.647,projected
2029,output_per_hr_nfb_pct_change,1.65,projected
2030,output_per_hr_nfb_pct_change,1.65,projected
2031,output_per_hr_nfb_pct_change,1.649,projected
2032,output_per_hr_nfb_pct_change,1.649,projected
2033,output_per_hr_nfb_pct_change,1.649,projected
2034,output_per_hr_nfb_pct_change,1.649,projected
2035,output_per_hr_nfb_pct_change,1.649,projected
2036,output_per_hr_nfb_pct_change,1.676,projected
2023,pce,18563.3,actual
2024,pce,19605.8,actual
2025,pce,20695.3,projected
2026,pce,21671.3,projected
2027,pce,22602.0,projected
2028,pce,23473.3,projected
2029,pce,24365.8,projected
2030,pce,25339.1,projected
2031,pce,26354.0,projected
2032,pce,27369.5,projected
2033,pce,28436.4,projected
2034,pce,29571.8,projected
2035,pce,30745.4,projected
2036,pce,31989.6,projected
2023,pce_medical_price_index,112.31,actual
2024,pce_medical_price_index,115.298,actual
2025,pce_medical_price_index,118.081,projected
2026,pce_medical_price_index,120.716,projected
2027,pce_medical_price_index,123.541,projected
2028,pce_medical_price_index,126.315,projected
2029,pce_medical_price_index,129.121,projected
2030,pce_medical_price_index,131.966,projected
2031,pce_medical_price_index,134.856,projected
2032,pce_medical_price_index,137.798,projected
2033,pce_medical_price_index,140.794,projected
2034,pce_medical_price_index,143.848,projected
2035,pce_medical_price_index,146.962,projected
2036,pce_medical_price_index,150.139,projected
2023,pce_medical_price_index_pct_change,2.604,actual
2024,pce_medical_price_index_pct_change,2.66,actual
2025,pce_medical_price_index_pct_change,2.413,projected
2026,pce_medical_price_index_pct_change,2.231,projected
2027,pce_medical_price_index_pct_change,2.34,projected
2028,pce_medical_price_index_pct_change,2.245,projected
2029,pce_medical_price_index_pct_change,2.22,projected
2030,pce_medical_price_index_pct_change,2.203,projected
2031,pce_medical_price_index_pct_change,2.19,projected
2032,pce_medical_price_index_pct_change,2.181,projected
2033,pce_medical_price_index_pct_change,2.174,projected
2034,pce_medical_price_index_pct_change,2.168,projected
2035,pce_medical_price_index_pct_change,2.164,projected
2036,pce_medical_price_index_pct_change,2.161,projected
2023,pce_pct_change,6.895,actual
2024,pce_pct_change,5.615,actual
2025,pce_pct_change,5.556,projected
2026,pce_pct_change,4.716,projected
2027,pce_pct_change,4.294,projected
2028,pce_pct_change,3.854,projected
2029,pce_pct_change,3.801,projected
2030,pce_pct_change,3.994,projected
2031,pce_pct_change,4.004,projected
2032,pce_pct_change,3.853,projected
2033,pce_pct_change,3.898,projected
2034,pce_pct_change,3.992,projected
2035,pce_pct_change,3.968,projected
2036,pce_pct_change,4.046,projected
2023,pce_price_index,119.668,actual
2024,pce_price_index,122.876,actual
2025,pce_price_index,126.039,projected
2026,pce_price_index,129.529,projected
2027,pce_price_index,132.782,projected
2028,pce_price_index,135.741,projected
2029,pce_price_index,138.598,projected
2030,pce_price_index,141.424,projected
2031,pce_price_index,144.256,projected
2032,pce_price_index,147.115,projected
2033,pce_price_index,150.013,projected
2034,pce_price_index,152.959,projected
2035,pce_price_index,155.956,projected
2036,pce_price_index,159.009,projected
2023,pce_price_index_pct_change,4.579,actual
2024,pce_price_index_pct_change,2.681,actual
2025,pce_price_index_pct_change,2.574,projected
2026,pce_price_index_pct_change,2.768,projected
2027,pce_price_index_pct_change,2.511,projected
2028,pce_price_index_pct_change,2.228,projected
2029,pce_price_index_pct_change,2.104,projected
2030,pce_price_index_pct_change,2.038,projected
2031,pce_price_index_pct_change,2.002,projected
2032,pce_price_index_pct_change,1.981,projected
2033,pce_price_index_pct_change,1.97,projected
2034,pce_price_index_pct_change,1.963,projected
2035,pce_price_index_pct_change,1.959,projected
2036,pce_price_index_pct_change,1.957,projected
2023,personal_income,23254.9,actual
2024,personal_income,24584.0,actual
2025,personal_income,25839.9,projected
2026,personal_income,27043.9,projected
2027,personal_income,28283.7,projected
2028,personal_income,29490.2,projected
2029,personal_income,30697.1,projected
2030,personal_income,31942.6,projected
2031,personal_income,33259.5,projected
2032,personal_income,34654.1,projected
2033,personal_income,36089.3,projected
2034,personal_income,37573.6,projected
2035,personal_income,39101.9,projected
2036,personal_income,40670.7,projected
2023,personal_income_share_of_gdp,84.9,actual
2024,personal_income_share_of_gdp,84.9,actual
2025,personal_income_share_of_gdp,85.2,projected
2026,personal_income_share_of_gdp,84.8,projected
2027,personal_income_share_of_gdp,84.9,projected
2028,personal_income_share_of_gdp,85.1,projected
2029,personal_income_share_of_gdp,85.2,projected
2030,personal_income_share_of_gdp,85.4,projected
2031,personal_income_share_of_gdp,85.7,projected
2032,personal_income_share_of_gdp,86.0,projected
2033,personal_income_share_of_gdp,86.3,projected
2034,personal_income_share_of_gdp,86.6,projected
2035,personal_income_share_of_gdp,86.9,projected
2036,personal_income_share_of_gdp,87.1,projected
2023,population_civ_16yo,266.161,actual
2024,population_civ_16yo,268.16,actual
2025,population_civ_16yo,272.435,projected
2026,population_civ_16yo,275.588,projected
2027,population_civ_16yo,277.728,projected
2028,population_civ_16yo,279.3,projected
2029,population_civ_16yo,280.931,projected
2030,population_civ_16yo,282.636,projected
2031,population_civ_16yo,284.287,projected
2032,population_civ_16yo,285.835,projected
2033,population_civ_16yo,287.259,projected
2034,population_civ_16yo,288.531,projected
2035,population_civ_16yo,289.67,projected
2036,population_civ_16yo,290.705,projected
2023,population_civ_16yo_census,267.644,actual
2024,population_civ_16yo_census,271.449,actual
2025,population_civ_16yo_census,274.625,projected
2026,population_civ_16yo_census,276.639,projected
2027,population_civ_16yo_census,278.102,projected
2028,population_civ_16yo_census,279.557,projected
2029,population_civ_16yo_census,281.067,projected
2030,population_civ_16yo_census,282.659,projected
2031,population_civ_16yo_census,284.287,projected
2032,population_civ_16yo_census,285.834,projected
2033,population_civ_16yo_census,287.259,projected
2034,population_civ_16yo_census,288.531,projected
2035,population_civ_16yo_census,289.67,projected
2036,population_civ_16yo_census,290.705,projected
2023,population_civ_16yo_census_pct_change,1.202,actual
2024,population_civ_16yo_census_pct_change,1.421,actual
2025,population_civ_16yo_census_pct_change,1.169,projected
2026,population_civ_16yo_census_pct_change,0.733,projected
2027,population_civ_16yo_census_pct_change,0.528,projected
2028,population_civ_16yo_census_pct_change,0.523,projected
2029,population_civ_16yo_census_pct_change,0.54,projected
2030,population_civ_16yo_census_pct_change,0.566,projected
2031,population_civ_16yo_census_pct_change,0.576,projected
2032,population_civ_16yo_census_pct_change,0.544,projected
