date,variable,value,estimate_type
2022,interest_inc_pers_share_of_gdp,6.249,actual
2023,interest_inc_pers_share_of_gdp,6.48,actual
2024,interest_inc_pers_share_of_gdp,7.297,projected
2025,interest_inc_pers_share_of_gdp,7.746,projected
2026,interest_inc_pers_share_of_gdp,8.225,projected
2027,interest_inc_pers_share_of_gdp,8.549,projected
2028,interest_inc_pers_share_of_gdp,8.724,projected
2029,interest_inc_pers_share_of_gdp,8.731,projected
2030,interest_inc_pers_share_of_gdp,8.733,projected
2031,interest_inc_pers_share_of_gdp,8.794,projected
2032,interest_inc_pers_share_of_gdp,8.856,projected
2033,interest_inc_pers_share_of_gdp,8.871,projected
2034,interest_inc_pers_share_of_gdp,8.831,projected
2021,labor_force,160.872,actual
2022,labor_force,163.651,actual
2023,labor_force,166.356,actual
2024,labor_force,168.782,projected
2025,labor_force,170.739,projected
2026,labor_force,172.58,projected
2027,labor_force,173.789,projected
2028,labor_force,174.633,projected
2029,labor_force,175.375,projected
2030,labor_force,176.088,projected
2031,labor_force,176.784,projected
2032,labor_force,177.47,projected
2033,labor_force,178.114,projected
2034,labor_force,178.711,projected
2021,labor_force_pct_change,-0.514,actual
2022,labor_force_pct_change,1.727,actual
2023,labor_force_pct_change,1.653,actual
2024,labor_force_pct_change,1.457,projected
2025,labor_force_pct_change,1.159,projected
2026,labor_force_pct_change,1.077,projected
2027,labor_force_pct_change,0.7,projected
2028,labor_force_pct_change,0.485,projected
2029,labor_force_pct_change,0.424,projected
2030,labor_force_pct_change,0.406,projected
2031,labor_force_pct_change,0.395,projected
2032,labor_force_pct_change,0.387,projected
2033,labor_force_pct_change,0.362,projected
2034,labor_force_pct_change,0.335,projected
2021,lfpr_16yo,61.587,actual
2022,lfpr_16yo,62.152,actual
2023,lfpr_16yo,62.501,actual
2024,lfpr_16yo,62.665,projected
2025,lfpr_16yo,62.497,projected
2026,lfpr_16yo,62.372,projected
2027,lfpr_16yo,62.228,projected
2028,lfpr_16yo,62.107,projected
2029,lfpr_16yo,61.987,projected
2030,lfpr_16yo,61.867,projected
2031,lfpr_16yo,61.748,projected
2032,lfpr_16yo,61.638,projected
2033,lfpr_16yo,61.535,projected
2034,lfpr_16yo,61.448,projected
2021,nat_gas_price_henry_hub,3.35,actual
2022,nat_gas_price_henry_hub,6.23,actual
2023,nat_gas_price_henry_hub,3.24,actual
2024,nat_gas_price_henry_hub,2.84,projected
2025,nat_gas_price_henry_hub,3.71,projected
2026,nat_gas_price_henry_hub,4.02,projected
2027,nat_gas_price_henry_hub,3.98,projected
2028,nat_gas_price_henry_hub,3.91,projected
2029,nat_gas_price_henry_hub,3.92,projected
2030,nat_gas_price_henry_hub,3.87,projected
2031,nat_gas_price_henry_hub,3.78,projected
2032,nat_gas_price_henry_hub,3.8,projected
2033,nat_gas_price_henry_hub,3.82,projected
2034,nat_gas_price_henry_hub,3.91,projected
2021,net_exports,-817.4,actual
2022,net_exports,-982.9,actual
2023,net_exports,-822.7,actual
2024,net_exports,-800.0,projected
2025,net_exports,-845.3,projected
2026,net_exports,-881.6,projected
2027,net_exports,-913.5,projected
2028,net_exports,-937.2,projected
2029,net_exports,-951.6,projected
2030,net_exports,-972.6,projected
2031,net_exports,-995.4,projected
2032,net_exports,-1020.4,projected
2033,net_exports,-1047.3,projected
2034,net_exports,-1075.9,projected
2021,nfb_capital_share,0.329,actual
2022,nfb_capital_share,0.329,actual
2023,nfb_capital_share,0.329,actual
2024,nfb_capital_share,0.329,projected
2025,nfb_capital_share,0.329,projected
2026,nfb_capital_share,0.329,projected
2027,nfb_capital_share,0.329,projected
2028,nfb_capital_share,0.329,projected
2029,nfb_capital_share,0.329,projected
2030,nfb_capital_share,0.329,projected
2031,nfb_capital_share,0.329,projected
2032,nfb_capital_share,0.329,projected
2033,nfb_capital_share,0.329,projected
2034,nfb_capital_share,0.329,projected
2021,nfb_index_capital_services,110.327,actual
2022,nfb_index_capital_services,113.157,actual
2023,nfb_index_capital_services,116.275,actual
2024,nfb_index_capital_services,119.04,projected
2025,nfb_index_capital_services,121.612,projected
2026,nfb_index_capital_services,124.342,projected
2027,nfb_index_capital_services,127.304,projected
2028,nfb_index_capital_services,130.476,projected
2029,nfb_index_capital_services,133.722,projected
2030,nfb_index_capital_services,136.969,projected
2031,nfb_index_capital_services,140.228,projected
2032,nfb_index_capital_services,143.521,projected
2033,nfb_index_capital_services,146.84,projected
2034,nfb_index_capital_services,150.169,projected
2021,nfb_index_capital_services_pct_change,2.208,actual
2022,nfb_index_capital_services_pct_change,2.564,actual
2023,nfb_index_capital_services_pct_change,2.755,actual
2024,nfb_index_capital_services_pct_change,2.378,projected
2025,nfb_index_capital_services_pct_change,2.16,projected
2026,nfb_index_capital_services_pct_change,2.244,projected
2027,nfb_index_capital_services_pct_change,2.382,projected
2028,nfb_index_capital_services_pct_change,2.492,projected
2029,nfb_index_capital_services_pct_change,2.487,projected
2030,nfb_index_capital_services_pct_change,2.427,projected
2031,nfb_index_capital_services_pct_change,2.379,projected
2032,nfb_index_capital_services_pct_change,2.348,projected
2033,nfb_index_capital_services_pct_change,2.312,projected
2034,nfb_index_capital_services_pct_change,2.266,projected
2021,nfb_potential_hrs_worked,104.015,actual
2022,nfb_potential_hrs_worked,104.709,actual
2023,nfb_potential_hrs_worked,105.456,actual
2024,nfb_potential_hrs_worked,106.478,projected
2025,nfb_potential_hrs_worked,107.748,projected
2026,nfb_potential_hrs_worked,108.967,projected
2027,nfb_potential_hrs_worked,109.942,projected
2028,nfb_potential_hrs_worked,110.667,projected
2029,nfb_potential_hrs_worked,111.311,projected
2030,nfb_potential_hrs_worked,111.923,projected
2031,nfb_potential_hrs_worked,112.48,projected
2032,nfb_potential_hrs_worked,112.993,projected
2033,nfb_potential_hrs_worked,113.473,projected
2034,nfb_potential_hrs_worked,113.926,projected
2021,nfb_potential_hrs_worked_pct_change,0.746,actual
2022,nfb_potential_hrs_worked_pct_change,0.667,actual
2023,nfb_potential_hrs_worked_pct_change,0.712,actual
2024,nfb_potential_hrs_worked_pct_change,0.969,projected
2025,nfb_potential_hrs_worked_pct_change,1.192,projected
2026,nfb_potential_hrs_worked_pct_change,1.13,projected
2027,nfb_potential_hrs_worked_pct_change,0.894,projected
2028,nfb_potential_hrs_worked_pct_change,0.66,projected
2029,nfb_potential_hrs_worked_pct_change,0.582,projected
2030,nfb_potential_hrs_worked_pct_change,0.549,projected
2031,nfb_potential_hrs_worked_pct_change,0.497,projected
2032,nfb_potential_hrs_worked_pct_change,0.456,projected
2033,nfb_potential_hrs_worked_pct_change,0.424,projected
2034,nfb_potential_hrs_worked_pct_change,0.399,projected
2021,nfb_potential_lab_prod,74.468,actual
2022,nfb_potential_lab_prod,75.59,actual
2023,nfb_potential_lab_prod,76.827,actual
2024,nfb_potential_lab_prod,78.001,projected
2025,nfb_potential_lab_prod,78.998,projected
2026,nfb_potential_lab_prod,80.073,projected
2027,nfb_potential_lab_prod,81.312,projected
2028,nfb_potential_lab_prod,82.712,projected
2029,nfb_potential_lab_prod,84.19,projected
2030,nfb_potential_lab_prod,85.687,projected
2031,nfb_potential_lab_prod,87.21,projected
2032,nfb_potential_lab_prod,88.761,projected
2033,nfb_potential_lab_prod,90.333,projected
2034,nfb_potential_lab_prod,91.922,projected
2021,nfb_potential_lab_prod_pct_change,1.402,actual
2022,nfb_potential_lab_prod_pct_change,1.507,actual
2023,nfb_potential_lab_prod_pct_change,1.636,actual
2024,nfb_potential_lab_prod_pct_change,1.528,projected
2025,nfb_potential_lab_prod_pct_change,1.277,projected
2026,nfb_potential_lab_prod_pct_change,1.361,projected
2027,nfb_potential_lab_prod_pct_change,1.546,projected
2028,nfb_potential_lab_prod_pct_change,1.721,projected
2029,nfb_potential_lab_prod_pct_change,1.787,projected
2030,nfb_potential_lab_prod_pct_change,1.778,projected
2031,nfb_potential_lab_prod_pct_change,1.777,projected
2032,nfb_potential_lab_prod_pct_change,1.778,projected
2033,nfb_potential_lab_prod_pct_change,1.771,projected
2034,nfb_potential_lab_prod_pct_change,1.759,projected
2021,nfb_potential_tfp,104.296,actual
2022,nfb_potential_tfp,105.256,actual
2023,nfb_potential_tfp,106.274,actual
2024,nfb_potential_tfp,107.363,projected
2025,nfb_potential_tfp,108.393,projected
2026,nfb_potential_tfp,109.484,projected
2027,nfb_potential_tfp,110.656,projected
2028,nfb_potential_tfp,111.902,projected
2029,nfb_potential_tfp,113.197,projected
2030,nfb_potential_tfp,114.505,projected
2031,nfb_potential_tfp,115.827,projected
2032,nfb_potential_tfp,117.162,projected
2033,nfb_potential_tfp,118.505,projected
2034,nfb_potential_tfp,119.857,projected
2021,nfb_potential_tfp_pct_change,0.92,actual
2022,nfb_potential_tfp_pct_change,0.92,actual
2023,nfb_potential_tfp_pct_change,0.966,actual
2024,nfb_potential_tfp_pct_change,1.024,projected
2025,nfb_potential_tfp_pct_change,0.959,projected
2026,nfb_potential_tfp_pct_change,1.006,projected
2027,nfb_potential_tfp_pct_change,1.07,projected
2028,nfb_potential_tfp_pct_change,1.125,projected
2029,nfb_potential_tfp_pct_change,1.157,projected
2030,nfb_potential_tfp_pct_change,1.155,projected
2031,nfb_potential_tfp_pct_change,1.154,projected
2032,nfb_potential_tfp_pct_change,1.152,projected
2033,nfb_potential_tfp_pct_change,1.146,projected
2034,nfb_potential_tfp_pct_change,1.14,projected
2021,nfb_real_potential_gdp,16291.6,actual
2022,nfb_real_potential_gdp,16647.6,actual
2023,nfb_real_potential_gdp,17040.8,actual
2024,nfb_real_potential_gdp,17468.9,projected
2025,nfb_real_potential_gdp,17903.1,projected
2026,nfb_real_potential_gdp,18352.0,projected
2027,nfb_real_potential_gdp,18802.6,projected
2028,nfb_real_potential_gdp,19252.5,projected
2029,nfb_real_potential_gdp,19710.7,projected
2030,nfb_real_potential_gdp,20171.5,projected
2031,nfb_real_potential_gdp,20632.1,projected
2032,nfb_real_potential_gdp,21094.8,projected
2033,nfb_real_potential_gdp,21559.5,projected
2034,nfb_real_potential_gdp,22026.4,projected
2021,nfb_real_potential_gdp_pct_change,2.159,actual
2022,nfb_real_potential_gdp_pct_change,2.185,actual
2023,nfb_real_potential_gdp_pct_change,2.361,actual
2024,nfb_real_potential_gdp_pct_change,2.512,projected
2025,nfb_real_potential_gdp_pct_change,2.485,projected
2026,nfb_real_potential_gdp_pct_change,2.507,projected
2027,nfb_real_potential_gdp_pct_change,2.455,projected
2028,nfb_real_potential_gdp_pct_change,2.392,projected
2029,nfb_real_potential_gdp_pct_change,2.379,projected
2030,nfb_real_potential_gdp_pct_change,2.337,projected
2031,nfb_real_potential_gdp_pct_change,2.283,projected
2032,nfb_real_potential_gdp_pct_change,2.242,projected
2033,nfb_real_potential_gdp_pct_change,2.203,projected
2034,nfb_real_potential_gdp_pct_change,2.165,projected
2021,noncyclical_rate_of_unemployment,4.468,actual
2022,noncyclical_rate_of_unemployment,4.442,actual
2023,noncyclical_rate_of_unemployment,4.426,actual
2024,noncyclical_rate_of_unemployment,4.413,projected
2025,noncyclical_rate_of_unemployment,4.402,projected
2026,noncyclical_rate_of_unemployment,4.389,projected
2027,noncyclical_rate_of_unemployment,4.373,projected
2028,noncyclical_rate_of_unemployment,4.354,projected
2029,noncyclical_rate_of_unemployment,4.332,projected
2030,noncyclical_rate_of_unemployment,4.309,projected
2031,noncyclical_rate_of_unemployment,4.286,projected
2032,noncyclical_rate_of_unemployment,4.264,projected
2033,noncyclical_rate_of_unemployment,4.241,projected
2034,noncyclical_rate_of_unemployment,4.218,projected
2021,nonres_fixed_invest,3019.5,actual
2022,nonres_fixed_invest,3340.5,actual
2023,nonres_fixed_invest,3653.9,actual
2024,nonres_fixed_invest,3798.4,projected
2025,nonres_fixed_invest,3930.1,projected
2026,nonres_fixed_invest,4085.3,projected
2027,nonres_fixed_invest,4260.4,projected
2028,nonres_fixed_invest,4435.9,projected
2029,nonres_fixed_invest,4593.2,projected
2030,nonres_fixed_invest,4754.9,projected
2031,nonres_fixed_invest,4932.1,projected
2032,nonres_fixed_invest,5117.7,projected
2033,nonres_fixed_invest,5305.3,projected
2034,nonres_fixed_invest,5493.9,projected
2021,nonres_fixed_invest_pct_change,4.481,actual
2022,nonres_fixed_invest_pct_change,10.629,actual
2023,nonres_fixed_invest_pct_change,9.382,actual
2024,nonres_fixed_invest_pct_change,3.954,projected
2025,nonres_fixed_invest_pct_change,3.466,projected
2026,nonres_fixed_invest_pct_change,3.95,projected
2027,nonres_fixed_invest_pct_change,4.284,projected
2028,nonres_fixed_invest_pct_change,4.119,projected
2029,nonres_fixed_invest_pct_change,3.545,projected
2030,nonres_fixed_invest_pct_change,3.521,projected
2031,nonres_fixed_invest_pct_change,3.727,projected
2032,nonres_fixed_invest_pct_change,3.763,projected
2033,nonres_fixed_invest_pct_change,3.663,projected
2034,nonres_fixed_invest_pct_change,3.554,projected
2021,nonwage_income,5654.3,actual
2022,nonwage_income,6017.4,actual
2023,nonwage_income,6363.3,actual
2024,nonwage_income,6809.3,projected
2025,nonwage_income,7152.1,projected
2026,nonwage_income,7528.2,projected
2027,nonwage_income,7880.7,projected
2028,nonwage_income,8223.3,projected
2029,nonwage_income,8555.6,projected
2030,nonwage_income,8902.0,projected
2031,nonwage_income,9278.2,projected
2032,nonwage_income,9663.1,projected
2033,nonwage_income,10045.0,projected
2034,nonwage_income,10416.5,projected
2021,nonwage_income_share_of_gdp,24.652,actual
2022,nonwage_income_share_of_gdp,23.778,actual
2023,nonwage_income_share_of_gdp,23.583,actual
2024,nonwage_income_share_of_gdp,24.166,projected
2025,nonwage_income_share_of_gdp,24.446,projected
2026,nonwage_income_share_of_gdp,24.679,projected
2027,nonwage_income_share_of_gdp,24.816,projected
2028,nonwage_income_share_of_gdp,24.886,projected
2029,nonwage_income_share_of_gdp,24.889,projected
2030,nonwage_income_share_of_gdp,24.903,projected
2031,nonwage_income_share_of_gdp,24.97,projected
2032,nonwage_income_share_of_gdp,25.027,projected
2033,nonwage_income_share_of_gdp,25.045,projected
2034,nonwage_income_share_of_gdp,25.012,projected
2021,oil_price_wti_spot,59.24,actual
2022,oil_price_wti_spot,93.45,actual
2023,oil_price_wti_spot,78.73,actual
2024,oil_price_wti_spot,76.84,projected
2025,oil_price_wti_spot,73.85,projected
2026,oil_price_wti_spot,71.53,projected
2027,oil_price_wti_spot,70.18,projected
2028,oil_price_wti_spot,69.97,projected
2029,oil_price_wti_spot,71.08,projected
2030,oil_price_wti_spot,72.92,projected
2031,oil_price_wti_spot,74.82,projected
2032,oil_price_wti_spot,76.76,projected
2033,oil_price_wti_spot,78.55,projected
2034,oil_price_wti_spot,80.11,projected
2021,oil_rac_imported,57.16,actual
2022,oil_rac_imported,90.71,actual
2023,oil_rac_imported,74.96,actual
2024,oil_rac_imported,73.44,projected
2025,oil_rac_imported,70.41,projected
2026,oil_rac_imported,68.55,projected
2027,oil_rac_imported,67.52,projected
2028,oil_rac_imported,67.48,projected
2029,oil_rac_imported,68.62,projected
2030,oil_rac_imported,70.43,projected
2031,oil_rac_imported,72.29,projected
2032,oil_rac_imported,74.18,projected
2033,oil_rac_imported,75.92,projected
2034,oil_rac_imported,77.44,projected
2021,output_gap,-0.842,actual
2022,output_gap,0.262,actual
2023,output_gap,0.096,actual
2024,output_gap,-0.044,projected
2025,output_gap,-0.454,projected
2026,output_gap,-0.459,projected
2027,output_gap,-0.499,projected
2028,output_gap,-0.5,projected
2029,output_gap,-0.5,projected
2030,output_gap,-0.499,projected
2031,output_gap,-0.5,projected
2032,output_gap,-0.499,projected
2033,output_gap,-0.5,projected
2034,output_gap,-0.499,projected
2021,output_per_hr_nfb,110.611,actual
2022,output_per_hr_nfb,109.279,actual
2023,output_per_hr_nfb,109.466,actual
2024,output_per_hr_nfb,111.264,projected
2025,output_per_hr_nfb,113.004,projected
2026,output_per_hr_nfb,114.769,projected
2027,output_per_hr_nfb,117.023,projected
2028,output_per_hr_nfb,119.491,projected
2029,output_per_hr_nfb,122.076,projected
2030,output_per_hr_nfb,124.643,projected
2031,output_per_hr_nfb,127.141,projected
2032,output_per_hr_nfb,129.579,projected
2033,output_per_hr_nfb,132.027,projected
2034,output_per_hr_nfb,134.494,projected
2021,output_per_hr_nfb_pct_change,2.706,actual
2022,output_per_hr_nfb_pct_change,-1.203,actual
2023,output_per_hr_nfb_pct_change,0.171,actual
2024,output_per_hr_nfb_pct_change,1.642,projected
2025,output_per_hr_nfb_pct_change,1.563,projected
2026,output_per_hr_nfb_pct_change,1.561,projected
2027,output_per_hr_nfb_pct_change,1.963,projected
2028,output_per_hr_nfb_pct_change,2.109,projected
2029,output_per_hr_nfb_pct_change,2.163,projected
2030,output_per_hr_nfb_pct_change,2.102,projected
2031,output_per_hr_nfb_pct_change,2.004,projected
2032,output_per_hr_nfb_pct_change,1.917,projected
2033,output_per_hr_nfb_pct_change,1.888,projected
2034,output_per_hr_nfb_pct_change,1.868,projected
2021,pce,15545.1,actual
2022,pce,17212.0,actual
2023,pce,18329.3,actual
2024,pce,19135.2,projected
2025,pce,19857.2,projected
2026,pce,20635.1,projected
2027,pce,21426.0,projected
2028,pce,22307.3,projected
2029,pce,23263.9,projected
2030,pce,24260.2,projected
2031,pce,25279.7,projected
2032,pce,26352.0,projected
2033,pce,27474.5,projected
2034,pce,28657.2,projected
2021,pce_pct_change,9.537,actual
2022,pce_pct_change,10.723,actual
2023,pce_pct_change,6.491,actual
2024,pce_pct_change,4.396,projected
2025,pce_pct_change,3.773,projected
2026,pce_pct_change,3.917,projected
2027,pce_pct_change,3.832,projected
2028,pce_pct_change,4.112,projected
2029,pce_pct_change,4.288,projected
2030,pce_pct_change,4.282,projected
2031,pce_pct_change,4.202,projected
2032,pce_pct_change,4.241,projected
2033,pce_pct_change,4.259,projected
2034,pce_pct_change,4.304,projected
2021,pce_price_index,107.458,actual
2022,pce_price_index,114.396,actual
2023,pce_price_index,119.582,actual
2024,pce_price_index,122.46,projected
2025,pce_price_index,125.133,projected
2026,pce_price_index,127.822,projected
2027,pce_price_index,130.417,projected
2028,pce_price_index,132.996,projected
2029,pce_price_index,135.595,projected
2030,pce_price_index,138.218,projected
2031,pce_price_index,140.892,projected
2032,pce_price_index,143.62,projected
2033,pce_price_index,146.403,projected
2034,pce_price_index,149.241,projected
2021,pce_price_index_pct_change,3.009,actual
2022,pce_price_index_pct_change,6.456,actual
2023,pce_price_index_pct_change,4.533,actual
2024,pce_price_index_pct_change,2.406,projected
2025,pce_price_index_pct_change,2.182,projected
2026,pce_price_index_pct_change,2.149,projected
2027,pce_price_index_pct_change,2.029,projected
2028,pce_price_index_pct_change,1.978,projected
2029,pce_price_index_pct_change,1.953,projected
2030,pce_price_index_pct_change,1.934,projected
2031,pce_price_index_pct_change,1.934,projected
2032,pce_price_index_pct_change,1.936,projected
2033,pce_price_index_pct_change,1.937,projected
2034,pce_price_index_pct_change,1.938,projected
2021,personal_income,21015.3,actual
2022,personal_income,21593.3,actual
2023,personal_income,22718.1,actual
2024,personal_income,23984.6,projected
2025,personal_income,25145.4,projected
2026,personal_income,26334.1,projected
2027,personal_income,27514.3,projected
2028,personal_income,28725.3,projected
2029,personal_income,29965.3,projected
2030,personal_income,31253.4,projected
2031,personal_income,32601.3,projected
2032,personal_income,33996.7,projected
2033,personal_income,35432.1,projected
2034,personal_income,36902.6,projected
2021,personal_income_share_of_gdp,91.623,actual
2022,personal_income_share_of_gdp,85.329,actual
2023,personal_income_share_of_gdp,84.195,actual
2024,personal_income_share_of_gdp,85.122,projected
2025,personal_income_share_of_gdp,85.948,projected
2026,personal_income_share_of_gdp,86.331,projected
2027,personal_income_share_of_gdp,86.643,projected
2028,personal_income_share_of_gdp,86.932,projected
2029,personal_income_share_of_gdp,87.172,projected
2030,personal_income_share_of_gdp,87.432,projected
2031,personal_income_share_of_gdp,87.74,projected
2032,personal_income_share_of_gdp,88.052,projected
2033,personal_income_share_of_gdp,88.345,projected
2034,personal_income_share_of_gdp,88.61,projected
2021,population_civ_16yo,261.209,actual
2022,population_civ_16yo,263.305,actual
2023,population_civ_16yo,266.161,actual
2024,population_civ_16yo,269.337,projected
2025,population_civ_16yo,273.196,projected
2026,population_civ_16yo,276.692,projected
2027,population_civ_16yo,279.276,projected
2028,population_civ_16yo,281.177,projected
2029,population_civ_16yo,282.918,projected
2030,population_civ_16yo,284.62,projected
2031,population_civ_16yo,286.297,projected
2032,population_civ_16yo,287.923,projected
2033,population_civ_16yo,289.448,projected
2034,population_civ_16yo,290.832,projected
2021,population_civ_16yo_pct_change,0.44,actual
2022,population_civ_16yo_pct_change,0.802,actual
2023,population_civ_16yo_pct_change,1.084,actual
2024,population_civ_16yo_pct_change,1.193,projected
2025,population_civ_16yo_pct_change,1.432,projected
2026,population_civ_16yo_pct_change,1.279,projected
2027,population_civ_16yo_pct_change,0.933,projected
2028,population_civ_16yo_pct_change,0.68,projected
2029,population_civ_16yo_pct_change,0.619,projected
2030,population_civ_16yo_pct_change,0.601,projected
2031,population_civ_16yo_pct_change,0.589,projected
2032,population_civ_16yo_pct_change,0.568,projected
2033,population_civ_16yo_pct_change,0.529,projected
2034,population_civ_16yo_pct_change,0.478,projected
2021,potential_gdp,23128.3,actual
2022,potential_gdp,25242.4,actual
2023,potential_gdp,26955.9,actual
2024,potential_gdp,28189.4,projected
2025,potential_gdp,29390.1,projected
2026,potential_gdp,30644.4,projected
2027,potential_gdp,31915.1,projected
2028,potential_gdp,33209.1,projected
2029,potential_gdp,34547.5,projected
2030,potential_gdp,35925.5,projected
2031,potential_gdp,37343.3,projected
2032,potential_gdp,38803.4,projected
2033,potential_gdp,40308.0,projected
2034,potential_gdp,41855.0,projected
2021,potential_gdp_pct_change,5.455,actual
2022,potential_gdp_pct_change,9.14,actual
2023,potential_gdp_pct_change,6.788,actual
2024,potential_gdp_pct_change,4.575,projected
2025,potential_gdp_pct_change,4.259,projected
2026,potential_gdp_pct_change,4.267,projected
2027,potential_gdp_pct_change,4.146,projected
2028,potential_gdp_pct_change,4.054,projected
2029,potential_gdp_pct_change,4.03,projected
2030,potential_gdp_pct_change,3.988,projected
2031,potential_gdp_pct_change,3.946,projected
2032,potential_gdp_pct_change,3.909,projected
2033,potential_gdp_pct_change,3.877,projected
2034,potential_gdp_pct_change,3.837,projected
2021,potential_lf,164.306,actual
2022,potential_lf,165.284,actual
2023,potential_lf,166.396,actual
2024,potential_lf,167.94,projected
2025,potential_lf,169.891,projected
2026,potential_lf,171.827,projected
2027,potential_lf,173.416,projected
2028,potential_lf,174.58,projected
2029,potential_lf,175.503,projected
2030,potential_lf,176.32,projected
2031,potential_lf,177.06,projected
2032,potential_lf,177.744,projected
2033,potential_lf,178.383,projected
2034,potential_lf,178.988,projected
2021,potential_lf_pct_change,0.582,actual
2022,potential_lf_pct_change,0.595,actual
2023,potential_lf_pct_change,0.672,actual
2024,potential_lf_pct_change,0.927,projected
2025,potential_lf_pct_change,1.162,projected
2026,potential_lf_pct_change,1.139,projected
2027,potential_lf_pct_change,0.924,projected
2028,potential_lf_pct_change,0.671,projected
2029,potential_lf_pct_change,0.528,projected
2030,potential_lf_pct_change,0.465,projected
2031,potential_lf_pct_change,0.419,projected
2032,potential_lf_pct_change,0.386,projected
2033,potential_lf_pct_change,0.359,projected
2034,potential_lf_pct_change,0.338,projected
2021,potential_lf_prod,129.672,actual
2022,potential_lf_prod,131.465,actual
2023,potential_lf_prod,133.337,actual
2024,potential_lf_prod,135.039,projected
2025,potential_lf_prod,136.448,projected
2026,potential_lf_prod,137.944,projected
2027,potential_lf_prod,139.68,projected
2028,potential_lf_prod,141.681,projected
2029,potential_lf_prod,143.861,projected
2030,potential_lf_prod,146.097,projected
2031,potential_lf_prod,148.351,projected
2032,potential_lf_prod,150.624,projected
2033,potential_lf_prod,152.902,projected
2034,potential_lf_prod,155.175,projected
2021,potential_lf_prod_pct_change,1.35,actual
2022,potential_lf_prod_pct_change,1.382,actual
2023,potential_lf_prod_pct_change,1.424,actual
2024,potential_lf_prod_pct_change,1.276,projected
2025,potential_lf_prod_pct_change,1.043,projected
2026,potential_lf_prod_pct_change,1.096,projected
2027,potential_lf_prod_pct_change,1.258,projected
2028,potential_lf_prod_pct_change,1.432,projected
2029,potential_lf_prod_pct_change,1.538,projected
2030,potential_lf_prod_pct_change,1.554,projected
2031,potential_lf_prod_pct_change,1.543,projected
2032,potential_lf_prod_pct_change,1.531,projected
2033,potential_lf_prod_pct_change,1.512,projected
2034,potential_lf_prod_pct_change,1.487,projected
2021,potential_lfpr,62.831,actual
2022,potential_lfpr,62.699,actual
2023,potential_lfpr,62.488,actual
2024,potential_lfpr,62.305,projected
2025,potential_lfpr,62.205,projected
2026,potential_lfpr,62.156,projected
2027,potential_lfpr,62.126,projected
2028,potential_lfpr,62.08,projected
2029,potential_lfpr,62.019,projected
2030,potential_lfpr,61.941,projected
2031,potential_lfpr,61.843,projected
2032,potential_lfpr,61.736,projected
2033,potential_lfpr,61.633,projected
2034,potential_lfpr,61.546,projected
2021,prop_inc_farm_adj,76.0,actual
2022,prop_inc_farm_adj,76.1,actual
2023,prop_inc_farm_adj,66.4,actual
2024,prop_inc_farm_adj,54.2,projected
2025,prop_inc_farm_adj,52.1,projected
2026,prop_inc_farm_adj,51.6,projected
2027,prop_inc_farm_adj,51.8,projected
2028,prop_inc_farm_adj,52.4,projected
2029,prop_inc_farm_adj,53.3,projected
2030,prop_inc_farm_adj,54.2,projected
2031,prop_inc_farm_adj,55.1,projected
2032,prop_inc_farm_adj,56.0,projected
2033,prop_inc_farm_adj,56.8,projected
2034,prop_inc_farm_adj,57.6,projected
2021,prop_inc_farm_adj_share_of_gdp,0.331,actual
2022,prop_inc_farm_adj_share_of_gdp,0.3,actual
2023,prop_inc_farm_adj_share_of_gdp,0.246,actual
2024,prop_inc_farm_adj_share_of_gdp,0.192,projected
2025,prop_inc_farm_adj_share_of_gdp,0.178,projected
2026,prop_inc_farm_adj_share_of_gdp,0.169,projected
2027,prop_inc_farm_adj_share_of_gdp,0.163,projected
2028,prop_inc_farm_adj_share_of_gdp,0.158,projected
2029,prop_inc_farm_adj_share_of_gdp,0.154,projected
2030,prop_inc_farm_adj_share_of_gdp,0.151,projected
2031,prop_inc_farm_adj_share_of_gdp,0.148,projected
2032,prop_inc_farm_adj_share_of_gdp,0.144,projected
2033,prop_inc_farm_adj_share_of_gdp,0.141,projected
2034,prop_inc_farm_adj_share_of_gdp,0.138,projected
2021,prop_inc_nonfarm_adj,1644.4,actual
2022,prop_inc_nonfarm_adj,1700.8,actual
2023,prop_inc_nonfarm_adj,1768.6,actual
2024,prop_inc_nonfarm_adj,1856.5,projected
2025,prop_inc_nonfarm_adj,1938.3,projected
2026,prop_inc_nonfarm_adj,2027.1,projected
2027,prop_inc_nonfarm_adj,2113.0,projected
2028,prop_inc_nonfarm_adj,2195.8,projected
2029,prop_inc_nonfarm_adj,2279.0,projected
2030,prop_inc_nonfarm_adj,2364.2,projected
2031,prop_inc_nonfarm_adj,2453.1,projected
2032,prop_inc_nonfarm_adj,2547.3,projected
2033,prop_inc_nonfarm_adj,2648.7,projected
2034,prop_inc_nonfarm_adj,2754.4,projected
2021,prop_inc_nonfarm_adj_share_of_gdp,7.169,actual
2022,prop_inc_nonfarm_adj_share_of_gdp,6.72,actual
2023,prop_inc_nonfarm_adj_share_of_gdp,6.554,actual
2024,prop_inc_nonfarm_adj_share_of_gdp,6.588,projected
2025,prop_inc_nonfarm_adj_share_of_gdp,6.625,projected
2026,prop_inc_nonfarm_adj_share_of_gdp,6.645,projected
2027,prop_inc_nonfarm_adj_share_of_gdp,6.653,projected
2028,prop_inc_nonfarm_adj_share_of_gdp,6.645,projected
2029,prop_inc_nonfarm_adj_share_of_gdp,6.629,projected
