date,variable,value,estimate_type
2028,imports,4634.4,projected
2029,imports,4785.5,projected
2030,imports,4945.3,projected
2031,imports,5136.6,projected
2032,imports,5337.9,projected
2033,imports,5544.3,projected
2034,imports,5752.5,projected
2035,imports,5960.9,projected
2022,imports_pct_change,20.692,actual
2023,imports_pct_change,-1.784,actual
2024,imports_pct_change,4.254,actual
2025,imports_pct_change,3.797,projected
2026,imports_pct_change,2.7,projected
2027,imports_pct_change,4.319,projected
2028,imports_pct_change,3.736,projected
2029,imports_pct_change,3.259,projected
2030,imports_pct_change,3.339,projected
2031,imports_pct_change,3.869,projected
2032,imports_pct_change,3.917,projected
2033,imports_pct_change,3.866,projected
2034,imports_pct_change,3.755,projected
2035,imports_pct_change,3.623,projected
2022,interest_inc_pers,1568.6,actual
2023,interest_inc_pers,1839.0,actual
2024,interest_inc_pers,1961.7,actual
2025,interest_inc_pers,2121.7,projected
2026,interest_inc_pers,2245.0,projected
2027,interest_inc_pers,2359.4,projected
2028,interest_inc_pers,2547.8,projected
2029,interest_inc_pers,2747.0,projected
2030,interest_inc_pers,2920.6,projected
2031,interest_inc_pers,3088.3,projected
2032,interest_inc_pers,3260.7,projected
2033,interest_inc_pers,3417.5,projected
2034,interest_inc_pers,3583.6,projected
2035,interest_inc_pers,3758.4,projected
2022,interest_inc_pers_share_of_gdp,6.146,actual
2023,interest_inc_pers_share_of_gdp,6.728,actual
2024,interest_inc_pers_share_of_gdp,6.805,actual
2025,interest_inc_pers_share_of_gdp,7.04,projected
2026,interest_inc_pers_share_of_gdp,7.162,projected
2027,interest_inc_pers_share_of_gdp,7.251,projected
2028,interest_inc_pers_share_of_gdp,7.545,projected
2029,interest_inc_pers_share_of_gdp,7.838,projected
2030,interest_inc_pers_share_of_gdp,8.024,projected
2031,interest_inc_pers_share_of_gdp,8.171,projected
2032,interest_inc_pers_share_of_gdp,8.306,projected
2033,interest_inc_pers_share_of_gdp,8.382,projected
2034,interest_inc_pers_share_of_gdp,8.465,projected
2035,interest_inc_pers_share_of_gdp,8.554,projected
2022,labor_force,163.65,actual
2023,labor_force,166.357,actual
2024,labor_force,167.941,actual
2025,labor_force,169.874,projected
2026,labor_force,173.0,projected
2027,labor_force,173.858,projected
2028,labor_force,174.456,projected
2029,labor_force,175.117,projected
2030,labor_force,175.841,projected
2031,labor_force,176.607,projected
2032,labor_force,177.379,projected
2033,labor_force,178.025,projected
2034,labor_force,178.644,projected
2035,labor_force,179.24,projected
2022,labor_force_pct_change,1.725,actual
2023,labor_force_pct_change,1.654,actual
2024,labor_force_pct_change,0.952,actual
2025,labor_force_pct_change,1.15,projected
2026,labor_force_pct_change,1.84,projected
2027,labor_force_pct_change,0.495,projected
2028,labor_force_pct_change,0.344,projected
2029,labor_force_pct_change,0.378,projected
2030,labor_force_pct_change,0.413,projected
2031,labor_force_pct_change,0.435,projected
2032,labor_force_pct_change,0.437,projected
2033,labor_force_pct_change,0.363,projected
2034,labor_force_pct_change,0.347,projected
2035,labor_force_pct_change,0.333,projected
2022,lfpr_16yo,62.151,actual
2023,lfpr_16yo,62.501,actual
2024,lfpr_16yo,62.627,actual
2025,lfpr_16yo,62.68,projected
2026,lfpr_16yo,62.492,projected
2027,lfpr_16yo,62.184,projected
2028,lfpr_16yo,61.932,projected
2029,lfpr_16yo,61.765,projected
2030,lfpr_16yo,61.654,projected
2031,lfpr_16yo,61.572,projected
2032,lfpr_16yo,61.501,projected
2033,lfpr_16yo,61.439,projected
2034,lfpr_16yo,61.394,projected
2035,lfpr_16yo,61.369,projected
2022,nat_gas_price_henry_hub,6.23,actual
2023,nat_gas_price_henry_hub,3.24,actual
2024,nat_gas_price_henry_hub,2.27,actual
2025,nat_gas_price_henry_hub,2.82,projected
2026,nat_gas_price_henry_hub,3.54,projected
2027,nat_gas_price_henry_hub,3.68,projected
2028,nat_gas_price_henry_hub,3.64,projected
2029,nat_gas_price_henry_hub,3.49,projected
2030,nat_gas_price_henry_hub,3.42,projected
2031,nat_gas_price_henry_hub,3.27,projected
2032,nat_gas_price_henry_hub,3.13,projected
2033,nat_gas_price_henry_hub,3.02,projected
2034,nat_gas_price_henry_hub,3.07,projected
2035,nat_gas_price_henry_hub,3.0,projected
2022,net_exports,-976.4,actual
2023,net_exports,-812.2,actual
2024,net_exports,-873.5,actual
2025,net_exports,-994.5,projected
2026,net_exports,-985.0,projected
2027,net_exports,-982.7,projected
2028,net_exports,-950.2,projected
2029,net_exports,-927.9,projected
2030,net_exports,-924.7,projected
2031,net_exports,-955.4,projected
2032,net_exports,-992.6,projected
2033,net_exports,-1029.2,projected
2034,net_exports,-1071.1,projected
2035,net_exports,-1114.2,projected
2022,nfb_capital_share,0.329,actual
2023,nfb_capital_share,0.329,actual
2024,nfb_capital_share,0.329,actual
2025,nfb_capital_share,0.329,projected
2026,nfb_capital_share,0.329,projected
2027,nfb_capital_share,0.329,projected
2028,nfb_capital_share,0.329,projected
2029,nfb_capital_share,0.329,projected
2030,nfb_capital_share,0.329,projected
2031,nfb_capital_share,0.329,projected
2032,nfb_capital_share,0.329,projected
2033,nfb_capital_share,0.329,projected
2034,nfb_capital_share,0.329,projected
2035,nfb_capital_share,0.329,projected
2022,nfb_index_capital_services,113.333,actual
2023,nfb_index_capital_services,116.497,actual
2024,nfb_index_capital_services,119.703,actual
2025,nfb_index_capital_services,122.843,projected
2026,nfb_index_capital_services,125.82,projected
2027,nfb_index_capital_services,128.812,projected
2028,nfb_index_capital_services,131.865,projected
2029,nfb_index_capital_services,134.92,projected
2030,nfb_index_capital_services,137.965,projected
2031,nfb_index_capital_services,141.01,projected
2032,nfb_index_capital_services,144.13,projected
2033,nfb_index_capital_services,147.332,projected
2034,nfb_index_capital_services,150.577,projected
2035,nfb_index_capital_services,153.852,projected
2022,nfb_index_capital_services_pct_change,2.627,actual
2023,nfb_index_capital_services_pct_change,2.791,actual
2024,nfb_index_capital_services_pct_change,2.751,actual
2025,nfb_index_capital_services_pct_change,2.623,projected
2026,nfb_index_capital_services_pct_change,2.424,projected
2027,nfb_index_capital_services_pct_change,2.377,projected
2028,nfb_index_capital_services_pct_change,2.37,projected
2029,nfb_index_capital_services_pct_change,2.316,projected
2030,nfb_index_capital_services_pct_change,2.257,projected
2031,nfb_index_capital_services_pct_change,2.206,projected
2032,nfb_index_capital_services_pct_change,2.212,projected
2033,nfb_index_capital_services_pct_change,2.221,projected
2034,nfb_index_capital_services_pct_change,2.202,projected
2035,nfb_index_capital_services_pct_change,2.175,projected
2022,nfb_potential_hrs_worked,103.7,actual
2023,nfb_potential_hrs_worked,104.573,actual
2024,nfb_potential_hrs_worked,105.57,actual
2025,nfb_potential_hrs_worked,106.651,projected
2026,nfb_potential_hrs_worked,107.803,projected
2027,nfb_potential_hrs_worked,108.836,projected
2028,nfb_potential_hrs_worked,109.712,projected
2029,nfb_potential_hrs_worked,110.499,projected
2030,nfb_potential_hrs_worked,111.206,projected
2031,nfb_potential_hrs_worked,111.83,projected
2032,nfb_potential_hrs_worked,112.387,projected
2033,nfb_potential_hrs_worked,112.88,projected
2034,nfb_potential_hrs_worked,113.35,projected
2035,nfb_potential_hrs_worked,113.8,projected
2022,nfb_potential_hrs_worked_pct_change,0.718,actual
2023,nfb_potential_hrs_worked_pct_change,0.842,actual
2024,nfb_potential_hrs_worked_pct_change,0.952,actual
2025,nfb_potential_hrs_worked_pct_change,1.023,projected
2026,nfb_potential_hrs_worked_pct_change,1.08,projected
2027,nfb_potential_hrs_worked_pct_change,0.957,projected
2028,nfb_potential_hrs_worked_pct_change,0.804,projected
2029,nfb_potential_hrs_worked_pct_change,0.717,projected
2030,nfb_potential_hrs_worked_pct_change,0.64,projected
2031,nfb_potential_hrs_worked_pct_change,0.561,projected
2032,nfb_potential_hrs_worked_pct_change,0.497,projected
2033,nfb_potential_hrs_worked_pct_change,0.438,projected
2034,nfb_potential_hrs_worked_pct_change,0.416,projected
2035,nfb_potential_hrs_worked_pct_change,0.396,projected
2022,nfb_potential_lab_prod,76.533,actual
2023,nfb_potential_lab_prod,77.781,actual
2024,nfb_potential_lab_prod,79.004,actual
2025,nfb_potential_lab_prod,80.206,projected
2026,nfb_potential_lab_prod,81.375,projected
2027,nfb_potential_lab_prod,82.606,projected
2028,nfb_potential_lab_prod,83.936,projected
2029,nfb_potential_lab_prod,85.328,projected
2030,nfb_potential_lab_prod,86.748,projected
2031,nfb_potential_lab_prod,88.196,projected
2032,nfb_potential_lab_prod,89.683,projected
2033,nfb_potential_lab_prod,91.211,projected
2034,nfb_potential_lab_prod,92.767,projected
2035,nfb_potential_lab_prod,94.344,projected
2022,nfb_potential_lab_prod_pct_change,1.584,actual
2023,nfb_potential_lab_prod_pct_change,1.63,actual
2024,nfb_potential_lab_prod_pct_change,1.573,actual
2025,nfb_potential_lab_prod_pct_change,1.521,projected
2026,nfb_potential_lab_prod_pct_change,1.456,projected
2027,nfb_potential_lab_prod_pct_change,1.512,projected
2028,nfb_potential_lab_prod_pct_change,1.61,projected
2029,nfb_potential_lab_prod_pct_change,1.658,projected
2030,nfb_potential_lab_prod_pct_change,1.664,projected
2031,nfb_potential_lab_prod_pct_change,1.668,projected
2032,nfb_potential_lab_prod_pct_change,1.686,projected
2033,nfb_potential_lab_prod_pct_change,1.704,projected
2034,nfb_potential_lab_prod_pct_change,1.705,projected
2035,nfb_potential_lab_prod_pct_change,1.699,projected
2022,nfb_potential_tfp,106.038,actual
2023,nfb_potential_tfp,107.091,actual
2024,nfb_potential_tfp,108.145,actual
2025,nfb_potential_tfp,109.204,projected
2026,nfb_potential_tfp,110.302,projected
2027,nfb_potential_tfp,111.457,projected
2028,nfb_potential_tfp,112.677,projected
2029,nfb_potential_tfp,113.948,projected
2030,nfb_potential_tfp,115.233,projected
2031,nfb_potential_tfp,116.529,projected
2032,nfb_potential_tfp,117.838,projected
2033,nfb_potential_tfp,119.154,projected
2034,nfb_potential_tfp,120.483,projected
2035,nfb_potential_tfp,121.823,projected
2022,nfb_potential_tfp_pct_change,0.992,actual
2023,nfb_potential_tfp_pct_change,0.992,actual
2024,nfb_potential_tfp_pct_change,0.984,actual
2025,nfb_potential_tfp_pct_change,0.979,projected
2026,nfb_potential_tfp_pct_change,1.005,projected
2027,nfb_potential_tfp_pct_change,1.047,projected
2028,nfb_potential_tfp_pct_change,1.094,projected
2029,nfb_potential_tfp_pct_change,1.127,projected
2030,nfb_potential_tfp_pct_change,1.127,projected
2031,nfb_potential_tfp_pct_change,1.124,projected
2032,nfb_potential_tfp_pct_change,1.123,projected
2033,nfb_potential_tfp_pct_change,1.116,projected
2034,nfb_potential_tfp_pct_change,1.115,projected
2035,nfb_potential_tfp_pct_change,1.111,projected
2022,nfb_real_potential_gdp,16675.5,actual
2023,nfb_real_potential_gdp,17090.2,actual
2024,nfb_real_potential_gdp,17524.4,actual
2025,nfb_real_potential_gdp,17973.3,projected
2026,nfb_real_potential_gdp,18432.1,projected
2027,nfb_real_potential_gdp,18890.2,projected
2028,nfb_real_potential_gdp,19348.8,projected
2029,nfb_real_potential_gdp,19810.7,projected
2030,nfb_real_potential_gdp,20269.4,projected
2031,nfb_real_potential_gdp,20723.3,projected
2032,nfb_real_potential_gdp,21177.7,projected
2033,nfb_real_potential_gdp,21633.0,projected
2034,nfb_real_potential_gdp,22093.7,projected
2035,nfb_real_potential_gdp,22558.3,projected
2022,nfb_real_potential_gdp_pct_change,2.315,actual
2023,nfb_real_potential_gdp_pct_change,2.486,actual
2024,nfb_real_potential_gdp_pct_change,2.54,actual
2025,nfb_real_potential_gdp_pct_change,2.561,projected
2026,nfb_real_potential_gdp_pct_change,2.552,projected
2027,nfb_real_potential_gdp_pct_change,2.485,projected
2028,nfb_real_potential_gdp_pct_change,2.427,projected
2029,nfb_real_potential_gdp_pct_change,2.387,projected
2030,nfb_real_potential_gdp_pct_change,2.315,projected
2031,nfb_real_potential_gdp_pct_change,2.239,projected
2032,nfb_real_potential_gdp_pct_change,2.192,projected
2033,nfb_real_potential_gdp_pct_change,2.149,projected
2034,nfb_real_potential_gdp_pct_change,2.129,projected
2035,nfb_real_potential_gdp_pct_change,2.102,projected
2022,noncyclical_rate_of_unemployment,4.364,actual
2023,noncyclical_rate_of_unemployment,4.346,actual
2024,noncyclical_rate_of_unemployment,4.326,actual
2025,noncyclical_rate_of_unemployment,4.318,projected
2026,noncyclical_rate_of_unemployment,4.306,projected
2027,noncyclical_rate_of_unemployment,4.286,projected
2028,noncyclical_rate_of_unemployment,4.261,projected
2029,noncyclical_rate_of_unemployment,4.236,projected
2030,noncyclical_rate_of_unemployment,4.211,projected
2031,noncyclical_rate_of_unemployment,4.188,projected
2032,noncyclical_rate_of_unemployment,4.169,projected
2033,noncyclical_rate_of_unemployment,4.151,projected
2034,noncyclical_rate_of_unemployment,4.133,projected
2035,noncyclical_rate_of_unemployment,4.116,projected
2022,nonres_fixed_invest,3372.5,actual
2023,nonres_fixed_invest,3767.2,actual
2024,nonres_fixed_invest,3990.4,actual
2025,nonres_fixed_invest,4162.0,projected
2026,nonres_fixed_invest,4309.6,projected
2027,nonres_fixed_invest,4474.2,projected
2028,nonres_fixed_invest,4639.1,projected
2029,nonres_fixed_invest,4792.3,projected
2030,nonres_fixed_invest,4950.1,projected
2031,nonres_fixed_invest,5128.6,projected
2032,nonres_fixed_invest,5334.1,projected
2033,nonres_fixed_invest,5547.1,projected
2034,nonres_fixed_invest,5761.0,projected
2035,nonres_fixed_invest,5977.4,projected
2022,nonres_fixed_invest_pct_change,11.603,actual
2023,nonres_fixed_invest_pct_change,11.701,actual
2024,nonres_fixed_invest_pct_change,5.926,actual
2025,nonres_fixed_invest_pct_change,4.299,projected
2026,nonres_fixed_invest_pct_change,3.546,projected
2027,nonres_fixed_invest_pct_change,3.817,projected
2028,nonres_fixed_invest_pct_change,3.686,projected
2029,nonres_fixed_invest_pct_change,3.302,projected
2030,nonres_fixed_invest_pct_change,3.292,projected
2031,nonres_fixed_invest_pct_change,3.604,projected
2032,nonres_fixed_invest_pct_change,4.008,projected
2033,nonres_fixed_invest_pct_change,3.991,projected
2034,nonres_fixed_invest_pct_change,3.856,projected
2035,nonres_fixed_invest_pct_change,3.756,projected
2022,nonwage_income,6087.9,actual
2023,nonwage_income,6651.0,actual
2024,nonwage_income,6967.5,actual
2025,nonwage_income,7326.9,projected
2026,nonwage_income,7710.8,projected
2027,nonwage_income,8051.8,projected
2028,nonwage_income,8432.9,projected
2029,nonwage_income,8837.5,projected
2030,nonwage_income,9222.3,projected
2031,nonwage_income,9582.7,projected
2032,nonwage_income,9948.4,projected
2033,nonwage_income,10324.5,projected
2034,nonwage_income,10732.9,projected
2035,nonwage_income,11168.6,projected
2022,nonwage_income_share_of_gdp,23.857,actual
2023,nonwage_income_share_of_gdp,24.335,actual
2024,nonwage_income_share_of_gdp,24.173,actual
2025,nonwage_income_share_of_gdp,24.312,projected
2026,nonwage_income_share_of_gdp,24.602,projected
2027,nonwage_income_share_of_gdp,24.745,projected
2028,nonwage_income_share_of_gdp,24.975,projected
2029,nonwage_income_share_of_gdp,25.215,projected
2030,nonwage_income_share_of_gdp,25.34,projected
2031,nonwage_income_share_of_gdp,25.356,projected
2032,nonwage_income_share_of_gdp,25.344,projected
2033,nonwage_income_share_of_gdp,25.325,projected
2034,nonwage_income_share_of_gdp,25.354,projected
2035,nonwage_income_share_of_gdp,25.419,projected
2022,oil_price_wti_spot,93.45,actual
2023,oil_price_wti_spot,78.73,actual
2024,oil_price_wti_spot,78.48,actual
2025,oil_price_wti_spot,69.19,projected
2026,oil_price_wti_spot,68.02,projected
2027,oil_price_wti_spot,67.84,projected
2028,oil_price_wti_spot,68.36,projected
2029,oil_price_wti_spot,69.41,projected
2030,oil_price_wti_spot,70.92,projected
2031,oil_price_wti_spot,72.72,projected
2032,oil_price_wti_spot,74.57,projected
2033,oil_price_wti_spot,76.48,projected
2034,oil_price_wti_spot,78.27,projected
2035,oil_price_wti_spot,79.87,projected
2022,oil_rac_imported,90.71,actual
2023,oil_rac_imported,75.08,actual
2024,oil_rac_imported,75.77,actual
2025,oil_rac_imported,65.41,projected
2026,oil_rac_imported,64.42,projected
2027,oil_rac_imported,64.48,projected
2028,oil_rac_imported,65.2,projected
2029,oil_rac_imported,66.34,projected
2030,oil_rac_imported,67.85,projected
2031,oil_rac_imported,69.59,projected
2032,oil_rac_imported,71.4,projected
2033,oil_rac_imported,73.25,projected
2034,oil_rac_imported,74.98,projected
2035,oil_rac_imported,76.5,projected
2022,output_gap,0.826,actual
2023,output_gap,0.995,actual
2024,output_gap,1.631,actual
2025,output_gap,1.557,projected
2026,output_gap,1.118,projected
2027,output_gap,0.662,projected
2028,output_gap,0.246,projected
2029,output_gap,-0.092,projected
2030,output_gap,-0.304,projected
2031,output_gap,-0.436,projected
2032,output_gap,-0.492,projected
2033,output_gap,-0.499,projected
2034,output_gap,-0.499,projected
2035,output_gap,-0.499,projected
2022,output_per_hr_nfb,110.079,actual
2023,output_per_hr_nfb,110.871,actual
2024,output_per_hr_nfb,113.655,actual
2025,output_per_hr_nfb,115.553,projected
2026,output_per_hr_nfb,117.373,projected
2027,output_per_hr_nfb,119.165,projected
2028,output_per_hr_nfb,120.941,projected
2029,output_per_hr_nfb,122.738,projected
2030,output_per_hr_nfb,124.617,projected
2031,output_per_hr_nfb,126.502,projected
2032,output_per_hr_nfb,128.453,projected
2033,output_per_hr_nfb,130.549,projected
2034,output_per_hr_nfb,132.731,projected
2035,output_per_hr_nfb,134.966,projected
2022,output_per_hr_nfb_pct_change,-0.91,actual
2023,output_per_hr_nfb_pct_change,0.719,actual
2024,output_per_hr_nfb_pct_change,2.511,actual
2025,output_per_hr_nfb_pct_change,1.669,projected
2026,output_per_hr_nfb_pct_change,1.574,projected
2027,output_per_hr_nfb_pct_change,1.526,projected
2028,output_per_hr_nfb_pct_change,1.491,projected
2029,output_per_hr_nfb_pct_change,1.485,projected
2030,output_per_hr_nfb_pct_change,1.53,projected
2031,output_per_hr_nfb_pct_change,1.512,projected
2032,output_per_hr_nfb_pct_change,1.541,projected
2033,output_per_hr_nfb_pct_change,1.631,projected
2034,output_per_hr_nfb_pct_change,1.671,projected
2035,output_per_hr_nfb_pct_change,1.684,projected
2022,pce,17367.8,actual
2023,pce,18557.3,actual
2024,pce,19551.5,actual
2025,pce,20519.4,projected
2026,pce,21319.2,projected
2027,pce,22072.8,projected
2028,pce,22860.5,projected
2029,pce,23741.7,projected
2030,pce,24698.8,projected
2031,pce,25739.1,projected
2032,pce,26824.9,projected
2033,pce,27957.2,projected
2034,pce,29140.3,projected
2035,pce,30362.4,projected
2022,pce_medical_price_index,109.462,actual
2023,pce_medical_price_index,112.309,actual
2024,pce_medical_price_index,115.314,actual
2025,pce_medical_price_index,117.838,projected
2026,pce_medical_price_index,120.464,projected
2027,pce_medical_price_index,123.126,projected
2028,pce_medical_price_index,125.835,projected
2029,pce_medical_price_index,128.591,projected
2030,pce_medical_price_index,131.4,projected
2031,pce_medical_price_index,134.265,projected
2032,pce_medical_price_index,137.188,projected
2033,pce_medical_price_index,140.167,projected
2034,pce_medical_price_index,143.208,projected
2035,pce_medical_price_index,146.311,projected
2022,pce_medical_price_index_pct_change,2.317,actual
2023,pce_medical_price_index_pct_change,2.6,actual
2024,pce_medical_price_index_pct_change,2.676,actual
2025,pce_medical_price_index_pct_change,2.188,projected
2026,pce_medical_price_index_pct_change,2.229,projected
2027,pce_medical_price_index_pct_change,2.209,projected
2028,pce_medical_price_index_pct_change,2.199,projected
2029,pce_medical_price_index_pct_change,2.19,projected
2030,pce_medical_price_index_pct_change,2.184,projected
2031,pce_medical_price_index_pct_change,2.18,projected
2032,pce_medical_price_index_pct_change,2.176,projected
2033,pce_medical_price_index_pct_change,2.171,projected
2034,pce_medical_price_index_pct_change,2.169,projected
2035,pce_medical_price_index_pct_change,2.167,projected
2022,pce_pct_change,11.345,actual
2023,pce_pct_change,6.848,actual
2024,pce_pct_change,5.357,actual
2025,pce_pct_change,4.95,projected
2026,pce_pct_change,3.897,projected
2027,pce_pct_change,3.534,projected
2028,pce_pct_change,3.568,projected
2029,pce_pct_change,3.854,projected
2030,pce_pct_change,4.031,projected
2031,pce_pct_change,4.211,projected
2032,pce_pct_change,4.218,projected
2033,pce_pct_change,4.221,projected
2034,pce_pct_change,4.231,projected
2035,pce_pct_change,4.193,projected
2022,pce_price_index,114.44,actual
2023,pce_price_index,119.664,actual
2024,pce_price_index,122.749,actual
2025,pce_price_index,125.517,projected
2026,pce_price_index,128.224,projected
2027,pce_price_index,130.838,projected
2028,pce_price_index,133.462,projected
2029,pce_price_index,136.115,projected
2030,pce_price_index,138.803,projected
2031,pce_price_index,141.534,projected
2032,pce_price_index,144.312,projected
2033,pce_price_index,147.142,projected
2034,pce_price_index,150.024,projected
2035,pce_price_index,152.961,projected
2022,pce_price_index_pct_change,6.521,actual
2023,pce_price_index_pct_change,4.564,actual
2024,pce_price_index_pct_change,2.577,actual
2025,pce_price_index_pct_change,2.255,projected
2026,pce_price_index_pct_change,2.157,projected
2027,pce_price_index_pct_change,2.037,projected
2028,pce_price_index_pct_change,2.006,projected
2029,pce_price_index_pct_change,1.987,projected
2030,pce_price_index_pct_change,1.974,projected
2031,pce_price_index_pct_change,1.967,projected
2032,pce_price_index_pct_change,1.963,projected
2033,pce_price_index_pct_change,1.96,projected
2034,pce_price_index_pct_change,1.958,projected
2035,pce_price_index_pct_change,1.957,projected
2022,personal_income,21762.3,actual
2023,personal_income,23112.0,actual
2024,personal_income,24369.0,actual
2025,personal_income,25562.2,projected
2026,personal_income,26815.3,projected
2027,personal_income,28003.5,projected
2028,personal_income,29281.8,projected
2029,personal_income,30603.0,projected
2030,personal_income,31928.0,projected
2031,personal_income,33261.4,projected
2032,personal_income,34629.4,projected
2033,personal_income,36043.0,projected
2034,personal_income,37506.6,projected
2035,personal_income,39046.4,projected
2022,personal_income_share_of_gdp,85.283,actual
2023,personal_income_share_of_gdp,84.566,actual
2024,personal_income_share_of_gdp,84.546,actual
2025,personal_income_share_of_gdp,84.822,projected
2026,personal_income_share_of_gdp,85.558,projected
2027,personal_income_share_of_gdp,86.063,projected
2028,personal_income_share_of_gdp,86.723,projected
2029,personal_income_share_of_gdp,87.319,projected
2030,personal_income_share_of_gdp,87.729,projected
2031,personal_income_share_of_gdp,88.011,projected
2032,personal_income_share_of_gdp,88.222,projected
2033,personal_income_share_of_gdp,88.41,projected
2034,personal_income_share_of_gdp,88.604,projected
2035,personal_income_share_of_gdp,88.87,projected
2022,population_civ_16yo,263.305,actual
2023,population_civ_16yo,266.161,actual
2024,population_civ_16yo,268.16,actual
2025,population_civ_16yo,271.017,projected
2026,population_civ_16yo,276.837,projected
2027,population_civ_16yo,279.585,projected
2028,population_civ_16yo,281.69,projected
2029,population_civ_16yo,283.522,projected
2030,population_civ_16yo,285.203,projected
2031,population_civ_16yo,286.828,projected
2032,population_civ_16yo,288.416,projected
2033,population_civ_16yo,289.758,projected
2034,population_civ_16yo,290.975,projected
2035,population_civ_16yo,292.069,projected
2022,population_civ_16yo_pct_change,0.802,actual
2023,population_civ_16yo_pct_change,1.084,actual
2024,population_civ_16yo_pct_change,0.75,actual
2025,population_civ_16yo_pct_change,1.065,projected
2026,population_civ_16yo_pct_change,2.147,projected
2027,population_civ_16yo_pct_change,0.992,projected
2028,population_civ_16yo_pct_change,0.752,projected
2029,population_civ_16yo_pct_change,0.65,projected
2030,population_civ_16yo_pct_change,0.592,projected
2031,population_civ_16yo_pct_change,0.569,projected
2032,population_civ_16yo_pct_change,0.553,projected
2033,population_civ_16yo_pct_change,0.465,projected
2034,population_civ_16yo_pct_change,0.419,projected
2035,population_civ_16yo_pct_change,0.375,projected
2022,potential_gdp,25310.8,actual
2023,potential_gdp,27060.1,actual
2024,potential_gdp,28360.1,actual
2025,potential_gdp,29674.3,projected
2026,potential_gdp,30994.8,projected
2027,potential_gdp,32324.0,projected
2028,potential_gdp,33681.7,projected
2029,potential_gdp,35079.7,projected
2030,potential_gdp,36505.0,projected
2031,potential_gdp,37957.8,projected
2032,potential_gdp,39446.6,projected
2033,potential_gdp,40972.7,projected
2034,potential_gdp,42543.1,projected
2035,potential_gdp,44157.3,projected
2022,potential_gdp_pct_change,9.349,actual
2023,potential_gdp_pct_change,6.911,actual
2024,potential_gdp_pct_change,4.804,actual
2025,potential_gdp_pct_change,4.633,projected
2026,potential_gdp_pct_change,4.45,projected
2027,potential_gdp_pct_change,4.288,projected
2028,potential_gdp_pct_change,4.2,projected
2029,potential_gdp_pct_change,4.15,projected
2030,potential_gdp_pct_change,4.063,projected
2031,potential_gdp_pct_change,3.979,projected
2032,potential_gdp_pct_change,3.922,projected
2033,potential_gdp_pct_change,3.868,projected
2034,potential_gdp_pct_change,3.832,projected
2035,potential_gdp_pct_change,3.794,projected
2022,potential_lf,164.188,actual
2023,potential_lf,165.509,actual
2024,potential_lf,167.054,actual
2025,potential_lf,168.793,projected
2026,potential_lf,170.675,projected
2027,potential_lf,172.361,projected
2028,potential_lf,173.761,projected
2029,potential_lf,174.917,projected
2030,potential_lf,175.897,projected
2031,potential_lf,176.758,projected
2032,potential_lf,177.528,projected
2033,potential_lf,178.21,projected
2034,potential_lf,178.867,projected
2035,potential_lf,179.494,projected
2022,potential_lf_pct_change,0.651,actual
2023,potential_lf_pct_change,0.804,actual
2024,potential_lf_pct_change,0.933,actual
2025,potential_lf_pct_change,1.041,projected
2026,potential_lf_pct_change,1.115,projected
2027,potential_lf_pct_change,0.987,projected
2028,potential_lf_pct_change,0.812,projected
2029,potential_lf_pct_change,0.665,projected
2030,potential_lf_pct_change,0.56,projected
2031,potential_lf_pct_change,0.489,projected
2032,potential_lf_pct_change,0.435,projected
2033,potential_lf_pct_change,0.384,projected
2034,potential_lf_pct_change,0.368,projected
2035,potential_lf_pct_change,0.35,projected
2022,potential_lf_prod,132.667,actual
2023,potential_lf_prod,134.561,actual
2024,potential_lf_prod,136.387,actual
2025,potential_lf_prod,138.1,projected
2026,potential_lf_prod,139.711,projected
2027,potential_lf_prod,141.439,projected
2028,potential_lf_prod,143.346,projected
2029,potential_lf_prod,145.41,projected
2030,potential_lf_prod,147.542,projected
2031,potential_lf_prod,149.693,projected
2032,potential_lf_prod,151.873,projected
2033,potential_lf_prod,154.077,projected
2034,potential_lf_prod,156.285,projected
2035,potential_lf_prod,158.493,projected
2022,potential_lf_prod_pct_change,1.451,actual
2023,potential_lf_prod_pct_change,1.428,actual
2024,potential_lf_prod_pct_change,1.356,actual
2025,potential_lf_prod_pct_change,1.255,projected
2026,potential_lf_prod_pct_change,1.166,projected
2027,potential_lf_prod_pct_change,1.236,projected
2028,potential_lf_prod_pct_change,1.348,projected
2029,potential_lf_prod_pct_change,1.439,projected
2030,potential_lf_prod_pct_change,1.466,projected
2031,potential_lf_prod_pct_change,1.458,projected
2032,potential_lf_prod_pct_change,1.455,projected
2033,potential_lf_prod_pct_change,1.451,projected
2034,potential_lf_prod_pct_change,1.432,projected
2035,potential_lf_prod_pct_change,1.413,projected
2022,potential_lfpr,62.211,actual
2023,potential_lfpr,62.114,actual
2024,potential_lfpr,62.026,actual
2025,potential_lfpr,61.944,projected
2026,potential_lfpr,61.873,projected
2027,potential_lfpr,61.81,projected
2028,potential_lfpr,61.754,projected
2029,potential_lfpr,61.703,projected
2030,potential_lfpr,61.654,projected
2031,potential_lfpr,61.607,projected
2032,potential_lfpr,61.558,projected
2033,potential_lfpr,61.508,projected
2034,potential_lfpr,61.473,projected
2035,potential_lfpr,61.457,projected
2022,prop_inc_farm_adj,87.2,actual
2023,prop_inc_farm_adj,84.7,actual
2024,prop_inc_farm_adj,42.7,actual
2025,prop_inc_farm_adj,41.2,projected
