date,variable,value
FY2034,proj_debt_fed_reserve_holdings,9417.775
FY2035,proj_debt_fed_reserve_holdings,9941.124
FY2024,proj_debt_financial_assets,2198.468
FY2025,proj_debt_financial_assets,2236.653
FY2026,proj_debt_financial_assets,2303.2789999999995
FY2027,proj_debt_financial_assets,2369.8089999999993
FY2028,proj_debt_financial_assets,2423.5679999999993
FY2029,proj_debt_financial_assets,2465.1599999999994
FY2030,proj_debt_financial_assets,2492.5899999999992
FY2031,proj_debt_financial_assets,2504.537999999999
FY2032,proj_debt_financial_assets,2513.325999999999
FY2033,proj_debt_financial_assets,2489.300999999999
FY2034,proj_debt_financial_assets,2462.525999999999
FY2035,proj_debt_financial_assets,2431.509999999999
FY2024,proj_debt_gross,35229.758
FY2025,proj_debt_gross,37209.0
FY2026,proj_debt_gross,39130.0
FY2027,proj_debt_gross,40872.0
FY2028,proj_debt_gross,42748.0
FY2029,proj_debt_gross,44781.0
FY2030,proj_debt_gross,46828.0
FY2031,proj_debt_gross,48910.0
FY2032,proj_debt_gross,51083.0
FY2033,proj_debt_gross,53590.0
FY2034,proj_debt_gross,56396.0
FY2035,proj_debt_gross,59207.0
FY2024,proj_debt_held_by_public,28199.313
FY2025,proj_debt_held_by_public,30102.749
FY2026,proj_debt_held_by_public,31882.633
FY2027,proj_debt_held_by_public,33636.105
FY2028,proj_debt_held_by_public,35600.64
FY2029,proj_debt_held_by_public,37580.5
FY2030,proj_debt_held_by_public,39747.651
FY2031,proj_debt_held_by_public,41992.385
FY2032,proj_debt_held_by_public,44371.755
FY2033,proj_debt_held_by_public,46985.029
FY2034,proj_debt_held_by_public,49555.504
FY2035,proj_debt_held_by_public,52055.866
FY2024,proj_debt_held_by_public_begin,26235.602
FY2025,proj_debt_held_by_public_begin,28199.313
FY2026,proj_debt_held_by_public_begin,30102.749
FY2027,proj_debt_held_by_public_begin,31882.633
FY2028,proj_debt_held_by_public_begin,33636.105
FY2029,proj_debt_held_by_public_begin,35600.64000000001
FY2030,proj_debt_held_by_public_begin,37580.50000000001
FY2031,proj_debt_held_by_public_begin,39747.651000000005
FY2032,proj_debt_held_by_public_begin,41992.385
FY2033,proj_debt_held_by_public_begin,44371.755000000005
FY2034,proj_debt_held_by_public_begin,46985.029
FY2035,proj_debt_held_by_public_begin,49555.504
FY2024,proj_debt_held_by_public_end,28199.313
FY2025,proj_debt_held_by_public_end,30102.749
FY2026,proj_debt_held_by_public_end,31882.633
FY2027,proj_debt_held_by_public_end,33636.105
FY2028,proj_debt_held_by_public_end,35600.64000000001
FY2029,proj_debt_held_by_public_end,37580.50000000001
FY2030,proj_debt_held_by_public_end,39747.651000000005
FY2031,proj_debt_held_by_public_end,41992.385
FY2032,proj_debt_held_by_public_end,44371.755000000005
FY2033,proj_debt_held_by_public_end,46985.029
FY2034,proj_debt_held_by_public_end,49555.504
FY2035,proj_debt_held_by_public_end,52055.866
FY2025,proj_debt_held_by_public_end_gdp_share,99.88918290644008
FY2026,proj_debt_held_by_public_end_gdp_share,101.72713821129133
FY2024,proj_debt_held_by_public_gdp_share,97.83606335559851
FY2025,proj_debt_held_by_public_gdp_share,99.8891829064401
FY2026,proj_debt_held_by_public_gdp_share,101.72713821129133
FY2027,proj_debt_held_by_public_gdp_share,103.3746226112749
FY2028,proj_debt_held_by_public_gdp_share,105.43800038650035
FY2029,proj_debt_held_by_public_gdp_share,107.22841128185382
FY2030,proj_debt_held_by_public_gdp_share,109.21561709110273
FY2031,proj_debt_held_by_public_gdp_share,111.11420258654621
FY2032,proj_debt_held_by_public_gdp_share,113.04203575839036
FY2033,proj_debt_held_by_public_gdp_share,115.25015842747715
FY2034,proj_debt_held_by_public_gdp_share,117.0682606970611
FY2035,proj_debt_held_by_public_gdp_share,118.47980657898738
FY2024,proj_debt_minus_assets_and_fed,21616.714999999997
FY2025,proj_debt_minus_assets_and_fed,23399.04
FY2026,proj_debt_minus_assets_and_fed,24562.816000000003
FY2027,proj_debt_minus_assets_and_fed,25663.820000000003
FY2028,proj_debt_minus_assets_and_fed,26974.933000000008
FY2029,proj_debt_minus_assets_and_fed,28312.35500000001
FY2030,proj_debt_minus_assets_and_fed,29912.38800000001
FY2031,proj_debt_minus_assets_and_fed,31628.874000000003
FY2032,proj_debt_minus_assets_and_fed,33481.638000000006
FY2033,proj_debt_minus_assets_and_fed,35599.401000000005
FY2034,proj_debt_minus_assets_and_fed,37675.203
FY2035,proj_debt_minus_assets_and_fed,39683.232
FY2024,proj_debt_minus_assets_and_fed_gdp_share,74.99807879290947
FY2025,proj_debt_minus_assets_and_fed_gdp_share,77.64443660594281
FY2026,proj_debt_minus_assets_and_fed_gdp_share,78.37197693460632
FY2027,proj_debt_minus_assets_and_fed_gdp_share,78.8732139843091
FY2028,proj_debt_minus_assets_and_fed_gdp_share,79.89134453986841
FY2029,proj_debt_minus_assets_and_fed_gdp_share,80.78362039615894
FY2030,proj_debt_minus_assets_and_fed_gdp_share,82.19101838467125
FY2031,proj_debt_minus_assets_and_fed_gdp_share,83.69177204915474
FY2032,proj_debt_minus_assets_and_fed_gdp_share,85.29823803555846
FY2033,proj_debt_minus_assets_and_fed_gdp_share,87.32221076575878
FY2034,proj_debt_minus_assets_and_fed_gdp_share,89.00263604661754
FY2035,proj_debt_minus_assets_and_fed_gdp_share,90.31953578082982
FY2024,proj_debt_minus_financial_assets,26000.844999999998
FY2025,proj_debt_minus_financial_assets,27866.096
FY2026,proj_debt_minus_financial_assets,29579.354000000003
FY2027,proj_debt_minus_financial_assets,31266.296000000002
FY2028,proj_debt_minus_financial_assets,33177.07200000001
FY2029,proj_debt_minus_financial_assets,35115.34000000001
FY2030,proj_debt_minus_financial_assets,37255.06100000001
FY2031,proj_debt_minus_financial_assets,39487.847
FY2032,proj_debt_minus_financial_assets,41858.429000000004
FY2033,proj_debt_minus_financial_assets,44495.728
FY2034,proj_debt_minus_financial_assets,47092.978
FY2035,proj_debt_minus_financial_assets,49624.356
FY2024,proj_debt_minus_financial_assets_gdp_share,90.20859191566464
FY2025,proj_debt_minus_financial_assets_gdp_share,92.46735440116845
FY2026,proj_debt_minus_financial_assets_gdp_share,94.3781221757536
FY2027,proj_debt_minus_financial_assets_gdp_share,96.09143357866239
FY2028,proj_debt_minus_financial_assets_gdp_share,98.26014729956961
FY2029,proj_debt_minus_financial_assets_gdp_share,100.19457218030982
FY2030,proj_debt_minus_financial_assets_gdp_share,102.36666506107935
FY2031,proj_debt_minus_financial_assets_gdp_share,104.4870547663473
FY2032,proj_debt_minus_financial_assets_gdp_share,106.63905513333975
FY2033,proj_debt_minus_financial_assets_gdp_share,109.14412123372172
FY2034,proj_debt_minus_financial_assets_gdp_share,111.2508718608727
FY2035,proj_debt_minus_financial_assets_gdp_share,112.94565919788582
FY2024,proj_debt_subject_to_limit,35354.856
FY2025,proj_debt_subject_to_limit,37333.0
FY2026,proj_debt_subject_to_limit,39253.0
FY2027,proj_debt_subject_to_limit,40994.0
FY2028,proj_debt_subject_to_limit,42869.0
FY2029,proj_debt_subject_to_limit,44902.0
FY2030,proj_debt_subject_to_limit,46950.0
FY2031,proj_debt_subject_to_limit,49033.0
FY2032,proj_debt_subject_to_limit,51207.0
FY2033,proj_debt_subject_to_limit,53715.0
FY2034,proj_debt_subject_to_limit,56522.0
FY2035,proj_debt_subject_to_limit,59334.0
FY2024,proj_deficit_off_budget,-60.41799999999989
FY2025,proj_deficit_off_budget,-121.08600000000001
FY2026,proj_deficit_off_budget,-145.63400000000001
FY2027,proj_deficit_off_budget,-174.1980000000001
FY2028,proj_deficit_off_budget,-222.67899999999986
FY2029,proj_deficit_off_budget,-264.5799999999999
FY2030,proj_deficit_off_budget,-307.616
FY2031,proj_deficit_off_budget,-353.07299999999987
FY2032,proj_deficit_off_budget,-402.61500000000024
FY2033,proj_deficit_off_budget,-450.98400000000015
FY2034,proj_deficit_off_budget,-485.29600000000005
FY2035,proj_deficit_off_budget,-519.325
FY2024,proj_deficit_on_budget,-1771.9629999999988
FY2025,proj_deficit_on_budget,-1744.165
FY2026,proj_deficit_on_budget,-1567.6239999999998
FY2027,proj_deficit_on_budget,-1512.7440000000006
FY2028,proj_deficit_on_budget,-1688.0970000000016
FY2029,proj_deficit_on_budget,-1673.6879999999992
FY2030,proj_deficit_on_budget,-1832.1050000000014
FY2031,proj_deficit_on_budget,-1879.7129999999997
FY2032,proj_deficit_on_budget,-1967.9670000000006
FY2033,proj_deficit_on_budget,-2186.3149999999987
FY2034,proj_deficit_on_budget,-2111.9539999999997
FY2035,proj_deficit_on_budget,-2012.052999999999
FY2024,proj_deficit_total,-1832.3809999999994
FY2025,proj_deficit_total,-1865.2510000000002
FY2026,proj_deficit_total,-1713.2579999999998
FY2027,proj_deficit_total,-1686.942
FY2028,proj_deficit_total,-1910.7760000000007
FY2029,proj_deficit_total,-1938.2679999999991
FY2030,proj_deficit_total,-2139.7210000000014
FY2031,proj_deficit_total,-2232.785999999999
FY2032,proj_deficit_total,-2370.5820000000003
FY2033,proj_deficit_total,-2637.298999999998
FY2034,proj_deficit_total,-2597.249999999999
FY2035,proj_deficit_total,-2531.377999999999
FY2025,proj_deficit_total_gdp_share,-6.189414737684598
FY2026,proj_deficit_total_gdp_share,-5.466450445218891
FY2024,proj_deficit_total_timing_adj,-1907.4939999999988
FY2025,proj_deficit_total_timing_adj,-1865.2510000000002
FY2026,proj_deficit_total_timing_adj,-1713.2579999999998
FY2027,proj_deficit_total_timing_adj,-1686.942
FY2028,proj_deficit_total_timing_adj,-1794.8519999999999
FY2029,proj_deficit_total_timing_adj,-2054.192
FY2030,proj_deficit_total_timing_adj,-2139.7210000000005
FY2031,proj_deficit_total_timing_adj,-2232.786
FY2032,proj_deficit_total_timing_adj,-2370.5820000000003
FY2033,proj_deficit_total_timing_adj,-2481.205999999999
FY2034,proj_deficit_total_timing_adj,-2586.110999999999
FY2035,proj_deficit_total_timing_adj,-2698.6099999999988
FY2024,proj_deficit_total_timing_adj_gdp_share,-6.6167698787731055
FY2025,proj_deficit_total_timing_adj_gdp_share,-6.189414737684598
FY2026,proj_deficit_total_timing_adj_gdp_share,-5.466450445218891
FY2027,proj_deficit_total_timing_adj_gdp_share,-5.184518023626971
FY2028,proj_deficit_total_timing_adj_gdp_share,-5.315792240524632
FY2029,proj_deficit_total_timing_adj_gdp_share,-5.861224428304408
FY2030,proj_deficit_total_timing_adj_gdp_share,-5.8793651941589316
FY2031,proj_deficit_total_timing_adj_gdp_share,-5.908076808126144
FY2032,proj_deficit_total_timing_adj_gdp_share,-6.039324232548307
FY2033,proj_deficit_total_timing_adj_gdp_share,-6.086180868191159
FY2034,proj_deficit_total_timing_adj_gdp_share,-6.109341895494339
FY2035,proj_deficit_total_timing_adj_gdp_share,-6.1420703448122635
FY2024,proj_disc_bsca_iija_outlays,25.467000000000002
FY2025,proj_disc_bsca_iija_outlays,30.803
FY2026,proj_disc_bsca_iija_outlays,43.419
FY2027,proj_disc_bsca_iija_outlays,54.763
FY2028,proj_disc_bsca_iija_outlays,57.575
FY2029,proj_disc_bsca_iija_outlays,51.815
FY2030,proj_disc_bsca_iija_outlays,41.096
FY2031,proj_disc_bsca_iija_outlays,30.592
FY2032,proj_disc_bsca_iija_outlays,20.197
FY2033,proj_disc_bsca_iija_outlays,13.032
FY2034,proj_disc_bsca_iija_outlays,7.302
FY2035,proj_disc_bsca_iija_outlays,3.467
FY2024,proj_disc_defense_ba_timing_adj,953.84
FY2025,proj_disc_defense_ba_timing_adj,861.567
FY2026,proj_disc_defense_ba_timing_adj,883.81
FY2027,proj_disc_defense_ba_timing_adj,905.205
FY2028,proj_disc_defense_ba_timing_adj,926.175
FY2029,proj_disc_defense_ba_timing_adj,947.716
FY2030,proj_disc_defense_ba_timing_adj,970.185
FY2031,proj_disc_defense_ba_timing_adj,992.959
FY2032,proj_disc_defense_ba_timing_adj,1015.693
FY2033,proj_disc_defense_ba_timing_adj,1039.533
FY2034,proj_disc_defense_ba_timing_adj,1064.154
FY2035,proj_disc_defense_ba_timing_adj,1088.585
FY2024,proj_disc_defense_base_ba_timing_adj,886.3280000000001
FY2025,proj_disc_defense_base_ba_timing_adj,849.775
FY2026,proj_disc_defense_base_ba_timing_adj,871.747
FY2027,proj_disc_defense_base_ba_timing_adj,892.8800000000001
FY2028,proj_disc_defense_base_ba_timing_adj,913.592
FY2029,proj_disc_defense_base_ba_timing_adj,934.87
FY2030,proj_disc_defense_base_ba_timing_adj,957.06
FY2031,proj_disc_defense_base_ba_timing_adj,979.555
FY2032,proj_disc_defense_base_ba_timing_adj,1002.0079999999999
FY2033,proj_disc_defense_base_ba_timing_adj,1025.5529999999999
FY2034,proj_disc_defense_base_ba_timing_adj,1049.8770000000002
FY2035,proj_disc_defense_base_ba_timing_adj,1074.0090000000002
FY2024,proj_disc_defense_base_outlays_timing_adj,855.0269999999999
FY2025,proj_disc_defense_base_outlays_timing_adj,856.3779999999999
FY2026,proj_disc_defense_base_outlays_timing_adj,860.793
FY2027,proj_disc_defense_base_outlays_timing_adj,875.686
FY2028,proj_disc_defense_base_outlays_timing_adj,894.563
FY2029,proj_disc_defense_base_outlays_timing_adj,914.1270000000001
FY2030,proj_disc_defense_base_outlays_timing_adj,933.5910000000001
FY2031,proj_disc_defense_base_outlays_timing_adj,951.474
FY2032,proj_disc_defense_base_outlays_timing_adj,971.937
FY2033,proj_disc_defense_base_outlays_timing_adj,993.979
FY2034,proj_disc_defense_base_outlays_timing_adj,1015.9830000000001
FY2035,proj_disc_defense_base_outlays_timing_adj,1039.718
FY2024,proj_disc_defense_emerg_cap_ba_timing_adj,67.492
FY2025,proj_disc_defense_emerg_cap_ba_timing_adj,11.772
FY2026,proj_disc_defense_emerg_cap_ba_timing_adj,12.043000000000001
FY2027,proj_disc_defense_emerg_cap_ba_timing_adj,12.305
FY2028,proj_disc_defense_emerg_cap_ba_timing_adj,12.562
FY2029,proj_disc_defense_emerg_cap_ba_timing_adj,12.825
FY2030,proj_disc_defense_emerg_cap_ba_timing_adj,13.103
FY2031,proj_disc_defense_emerg_cap_ba_timing_adj,13.382
FY2032,proj_disc_defense_emerg_cap_ba_timing_adj,13.662
FY2033,proj_disc_defense_emerg_cap_ba_timing_adj,13.957
FY2034,proj_disc_defense_emerg_cap_ba_timing_adj,14.254
FY2035,proj_disc_defense_emerg_cap_ba_timing_adj,14.552000000000001
FY2025,proj_disc_defense_emerg_cap_outlays_timing_adj,2.5340000000000003
FY2026,proj_disc_defense_emerg_cap_outlays_timing_adj,5.353
FY2027,proj_disc_defense_emerg_cap_outlays_timing_adj,7.415
FY2028,proj_disc_defense_emerg_cap_outlays_timing_adj,9.285
FY2029,proj_disc_defense_emerg_cap_outlays_timing_adj,10.63
FY2030,proj_disc_defense_emerg_cap_outlays_timing_adj,11.483
FY2031,proj_disc_defense_emerg_cap_outlays_timing_adj,12.077
FY2032,proj_disc_defense_emerg_cap_outlays_timing_adj,12.558000000000002
FY2033,proj_disc_defense_emerg_cap_outlays_timing_adj,12.984
FY2034,proj_disc_defense_emerg_cap_outlays_timing_adj,13.324000000000002
FY2035,proj_disc_defense_emerg_cap_outlays_timing_adj,13.607
FY2024,proj_disc_defense_emerg_nocap_ba_timing_adj,0.02
FY2025,proj_disc_defense_emerg_nocap_ba_timing_adj,0.02
FY2026,proj_disc_defense_emerg_nocap_ba_timing_adj,0.02
FY2027,proj_disc_defense_emerg_nocap_ba_timing_adj,0.02
FY2028,proj_disc_defense_emerg_nocap_ba_timing_adj,0.021
FY2029,proj_disc_defense_emerg_nocap_ba_timing_adj,0.021
FY2030,proj_disc_defense_emerg_nocap_ba_timing_adj,0.022
FY2031,proj_disc_defense_emerg_nocap_ba_timing_adj,0.022
FY2032,proj_disc_defense_emerg_nocap_ba_timing_adj,0.023
FY2033,proj_disc_defense_emerg_nocap_ba_timing_adj,0.023
FY2034,proj_disc_defense_emerg_nocap_ba_timing_adj,0.023
FY2035,proj_disc_defense_emerg_nocap_ba_timing_adj,0.024
FY2024,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.013000000000000001
FY2025,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.013
FY2026,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.009
FY2027,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.01
FY2028,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.01
FY2029,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.01
FY2030,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.011
FY2031,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.011
FY2032,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.011
FY2033,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.011
FY2034,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.011
FY2035,proj_disc_defense_emerg_nocap_outlays_timing_adj,0.012
FY2024,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2025,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2026,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2027,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2028,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2029,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2030,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2031,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2032,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2033,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2034,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2035,proj_disc_defense_other_nonbase_ba_timing_adj,0.0
FY2025,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2026,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2027,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2028,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2029,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2030,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2031,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2032,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2033,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2034,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2035,proj_disc_defense_other_nonbase_outlays_timing_adj,0.0
FY2024,proj_disc_defense_outlays_timing_adj,855.04
FY2025,proj_disc_defense_outlays_timing_adj,858.925
FY2026,proj_disc_defense_outlays_timing_adj,866.155
FY2027,proj_disc_defense_outlays_timing_adj,883.111
FY2028,proj_disc_defense_outlays_timing_adj,903.858
FY2029,proj_disc_defense_outlays_timing_adj,924.767
FY2030,proj_disc_defense_outlays_timing_adj,945.085
FY2031,proj_disc_defense_outlays_timing_adj,963.562
FY2032,proj_disc_defense_outlays_timing_adj,984.506
FY2033,proj_disc_defense_outlays_timing_adj,1006.974
FY2034,proj_disc_defense_outlays_timing_adj,1029.318
FY2035,proj_disc_defense_outlays_timing_adj,1053.337
FY2024,proj_disc_nondefense_ba_timing_adj,903.675
FY2025,proj_disc_nondefense_ba_timing_adj,961.972
FY2026,proj_disc_nondefense_ba_timing_adj,997.07
FY2027,proj_disc_nondefense_ba_timing_adj,1019.608
FY2028,proj_disc_nondefense_ba_timing_adj,1041.66
FY2029,proj_disc_nondefense_ba_timing_adj,1063.148
FY2030,proj_disc_nondefense_ba_timing_adj,1088.539
FY2031,proj_disc_nondefense_ba_timing_adj,1113.781
FY2032,proj_disc_nondefense_ba_timing_adj,1139.005
FY2033,proj_disc_nondefense_ba_timing_adj,1165.645
FY2034,proj_disc_nondefense_ba_timing_adj,1193.362
FY2035,proj_disc_nondefense_ba_timing_adj,1220.722
FY2024,proj_disc_nondefense_base_ba_timing_adj,748.554
FY2025,proj_disc_nondefense_base_ba_timing_adj,747.459
FY2026,proj_disc_nondefense_base_ba_timing_adj,781.0060000000001
FY2027,proj_disc_nondefense_base_ba_timing_adj,798.9159999999999
FY2028,proj_disc_nondefense_base_ba_timing_adj,816.5230000000001
FY2029,proj_disc_nondefense_base_ba_timing_adj,833.3849999999999
FY2030,proj_disc_nondefense_base_ba_timing_adj,853.929
FY2031,proj_disc_nondefense_base_ba_timing_adj,874.3209999999999
FY2032,proj_disc_nondefense_base_ba_timing_adj,894.6880000000001
FY2033,proj_disc_nondefense_base_ba_timing_adj,916.252
FY2034,proj_disc_nondefense_base_ba_timing_adj,938.6790000000001
FY2035,proj_disc_nondefense_base_ba_timing_adj,960.932
FY2024,proj_disc_nondefense_base_outlays_timing_adj,934.092
FY2025,proj_disc_nondefense_base_outlays_timing_adj,917.1590000000001
FY2026,proj_disc_nondefense_base_outlays_timing_adj,908.3059999999999
FY2027,proj_disc_nondefense_base_outlays_timing_adj,910.1030000000002
FY2028,proj_disc_nondefense_base_outlays_timing_adj,910.7710000000001
FY2029,proj_disc_nondefense_base_outlays_timing_adj,914.3199999999998
FY2030,proj_disc_nondefense_base_outlays_timing_adj,930.1110000000001
FY2031,proj_disc_nondefense_base_outlays_timing_adj,947.839
FY2032,proj_disc_nondefense_base_outlays_timing_adj,966.1950000000004
FY2033,proj_disc_nondefense_base_outlays_timing_adj,986.579
FY2034,proj_disc_nondefense_base_outlays_timing_adj,1008.6629999999999
FY2035,proj_disc_nondefense_base_outlays_timing_adj,1031.2800000000002
FY2024,proj_disc_nondefense_emerg_cap_ba_timing_adj,57.287000000000006
FY2025,proj_disc_nondefense_emerg_cap_ba_timing_adj,117.784
FY2026,proj_disc_nondefense_emerg_cap_ba_timing_adj,120.366
FY2027,proj_disc_nondefense_emerg_cap_ba_timing_adj,122.92699999999999
FY2028,proj_disc_nondefense_emerg_cap_ba_timing_adj,125.38
FY2029,proj_disc_nondefense_emerg_cap_ba_timing_adj,127.935
FY2030,proj_disc_nondefense_emerg_cap_ba_timing_adj,130.62099999999998
FY2031,proj_disc_nondefense_emerg_cap_ba_timing_adj,133.31099999999998
FY2032,proj_disc_nondefense_emerg_cap_ba_timing_adj,135.999
FY2033,proj_disc_nondefense_emerg_cap_ba_timing_adj,138.80700000000002
FY2034,proj_disc_nondefense_emerg_cap_ba_timing_adj,141.74200000000002
FY2035,proj_disc_nondefense_emerg_cap_ba_timing_adj,144.572
FY2025,proj_disc_nondefense_emerg_cap_outlays_timing_adj,32.455
FY2026,proj_disc_nondefense_emerg_cap_outlays_timing_adj,63.13100000000001
FY2027,proj_disc_nondefense_emerg_cap_outlays_timing_adj,79.03399999999999
FY2028,proj_disc_nondefense_emerg_cap_outlays_timing_adj,93.169
FY2029,proj_disc_nondefense_emerg_cap_outlays_timing_adj,104.442
FY2030,proj_disc_nondefense_emerg_cap_outlays_timing_adj,112.02000000000001
FY2031,proj_disc_nondefense_emerg_cap_outlays_timing_adj,118.104
FY2032,proj_disc_nondefense_emerg_cap_outlays_timing_adj,122.62700000000001
FY2033,proj_disc_nondefense_emerg_cap_outlays_timing_adj,126.582
FY2034,proj_disc_nondefense_emerg_cap_outlays_timing_adj,130.135
FY2035,proj_disc_nondefense_emerg_cap_outlays_timing_adj,133.463
FY2024,proj_disc_nondefense_emerg_nocap_ba_timing_adj,69.047
FY2025,proj_disc_nondefense_emerg_nocap_ba_timing_adj,68.222
FY2026,proj_disc_nondefense_emerg_nocap_ba_timing_adj,66.514
FY2027,proj_disc_nondefense_emerg_nocap_ba_timing_adj,67.924
FY2028,proj_disc_nondefense_emerg_nocap_ba_timing_adj,69.275
FY2029,proj_disc_nondefense_emerg_nocap_ba_timing_adj,70.684
FY2030,proj_disc_nondefense_emerg_nocap_ba_timing_adj,72.151
FY2031,proj_disc_nondefense_emerg_nocap_ba_timing_adj,73.616
FY2032,proj_disc_nondefense_emerg_nocap_ba_timing_adj,75.094
FY2033,proj_disc_nondefense_emerg_nocap_ba_timing_adj,76.634
FY2034,proj_disc_nondefense_emerg_nocap_ba_timing_adj,78.235
FY2035,proj_disc_nondefense_emerg_nocap_ba_timing_adj,79.779
FY2024,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,25.755
FY2025,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,31.625
FY2026,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,44.397
FY2027,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,58.014
FY2028,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,65.76
FY2029,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,69.366
FY2030,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,71.381
FY2031,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,71.841
FY2032,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,71.1
FY2033,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,71.656
FY2034,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,71.049
FY2035,proj_disc_nondefense_emerg_nocap_outlays_timing_adj,70.81
FY2024,proj_disc_nondefense_other_nonbase_ba_timing_adj,28.787
FY2025,proj_disc_nondefense_other_nonbase_ba_timing_adj,28.507
FY2026,proj_disc_nondefense_other_nonbase_ba_timing_adj,29.184
FY2027,proj_disc_nondefense_other_nonbase_ba_timing_adj,29.841
FY2028,proj_disc_nondefense_other_nonbase_ba_timing_adj,30.482
FY2029,proj_disc_nondefense_other_nonbase_ba_timing_adj,31.144
FY2030,proj_disc_nondefense_other_nonbase_ba_timing_adj,31.838
FY2031,proj_disc_nondefense_other_nonbase_ba_timing_adj,32.533
FY2032,proj_disc_nondefense_other_nonbase_ba_timing_adj,33.224
FY2033,proj_disc_nondefense_other_nonbase_ba_timing_adj,33.952
FY2034,proj_disc_nondefense_other_nonbase_ba_timing_adj,34.705999999999996
FY2035,proj_disc_nondefense_other_nonbase_ba_timing_adj,35.439
FY2025,proj_disc_nondefense_other_nonbase_outlays_timing_adj,7.726
FY2026,proj_disc_nondefense_other_nonbase_outlays_timing_adj,14.967
FY2027,proj_disc_nondefense_other_nonbase_outlays_timing_adj,20.582
FY2028,proj_disc_nondefense_other_nonbase_outlays_timing_adj,23.297
FY2029,proj_disc_nondefense_other_nonbase_outlays_timing_adj,25.542
FY2030,proj_disc_nondefense_other_nonbase_outlays_timing_adj,27.221
FY2031,proj_disc_nondefense_other_nonbase_outlays_timing_adj,28.939
FY2032,proj_disc_nondefense_other_nonbase_outlays_timing_adj,30.269
FY2033,proj_disc_nondefense_other_nonbase_outlays_timing_adj,31.218
FY2034,proj_disc_nondefense_other_nonbase_outlays_timing_adj,31.993
FY2035,proj_disc_nondefense_other_nonbase_outlays_timing_adj,32.78
FY2024,proj_disc_nondefense_outlays_timing_adj,959.847
FY2025,proj_disc_nondefense_outlays_timing_adj,988.9650000000001
FY2026,proj_disc_nondefense_outlays_timing_adj,1030.801
FY2027,proj_disc_nondefense_outlays_timing_adj,1067.7330000000002
FY2028,proj_disc_nondefense_outlays_timing_adj,1092.997
FY2029,proj_disc_nondefense_outlays_timing_adj,1113.6699999999998
FY2030,proj_disc_nondefense_outlays_timing_adj,1140.7330000000002
FY2031,proj_disc_nondefense_outlays_timing_adj,1166.723
FY2032,proj_disc_nondefense_outlays_timing_adj,1190.1910000000003
FY2033,proj_disc_nondefense_outlays_timing_adj,1216.0349999999999
FY2034,proj_disc_nondefense_outlays_timing_adj,1241.84
FY2035,proj_disc_nondefense_outlays_timing_adj,1268.333
FY2024,proj_disc_timing_shift_effect,-5.09
FY2025,proj_disc_timing_shift_effect,0.0
FY2026,proj_disc_timing_shift_effect,0.0
FY2027,proj_disc_timing_shift_effect,0.0
FY2028,proj_disc_timing_shift_effect,5.59
FY2029,proj_disc_timing_shift_effect,-5.59
