date,variable,value
FY2035,chg_net_interest_deficit,236.487
FY2026,chg_primary_deficit,110.745
FY2027,chg_primary_deficit,167.78400000000002
FY2028,chg_primary_deficit,115.54299999999998
FY2029,chg_primary_deficit,4.181
FY2030,chg_primary_deficit,-43.366000000000014
FY2031,chg_primary_deficit,-78.49200000000002
FY2032,chg_primary_deficit,-87.708
FY2033,chg_primary_deficit,-36.386
FY2034,chg_primary_deficit,11.057999999999964
FY2035,chg_primary_deficit,11.169000000000011
FY2026,chg_tech_deficit_total,-239.286
FY2027,chg_tech_deficit_total,-253.258
FY2028,chg_tech_deficit_total,-296.092
FY2029,chg_tech_deficit_total,-345.189
FY2030,chg_tech_deficit_total,-292.512
FY2031,chg_tech_deficit_total,-270.19500000000005
FY2032,chg_tech_deficit_total,-276.856
FY2033,chg_tech_deficit_total,-260.997
FY2034,chg_tech_deficit_total,-248.766
FY2035,chg_tech_deficit_total,-263.44
FY2026,chg_tech_outlay_debt_service,-2.538
FY2027,chg_tech_outlay_debt_service,-14.534
FY2028,chg_tech_outlay_debt_service,-26.293
FY2029,chg_tech_outlay_debt_service,-39.953
FY2030,chg_tech_outlay_debt_service,-54.229
FY2031,chg_tech_outlay_debt_service,-66.636
FY2032,chg_tech_outlay_debt_service,-78.86
FY2033,chg_tech_outlay_debt_service,-90.743
FY2034,chg_tech_outlay_debt_service,-101.792
FY2035,chg_tech_outlay_debt_service,-113.096
FY2026,chg_tech_outlay_disc_total,-0.359
FY2027,chg_tech_outlay_disc_total,-7.167
FY2028,chg_tech_outlay_disc_total,2.412
FY2029,chg_tech_outlay_disc_total,4.241
FY2030,chg_tech_outlay_disc_total,3.082
FY2031,chg_tech_outlay_disc_total,2.2
FY2032,chg_tech_outlay_disc_total,2.774
FY2033,chg_tech_outlay_disc_total,1.316
FY2034,chg_tech_outlay_disc_total,0.648
FY2035,chg_tech_outlay_disc_total,1.451
FY2026,chg_tech_outlay_interest_other,11.999
FY2027,chg_tech_outlay_interest_other,8.249
FY2028,chg_tech_outlay_interest_other,9.387
FY2029,chg_tech_outlay_interest_other,9.770000000000003
FY2030,chg_tech_outlay_interest_other,12.098999999999997
FY2031,chg_tech_outlay_interest_other,12.043999999999997
FY2032,chg_tech_outlay_interest_other,11.715000000000003
FY2033,chg_tech_outlay_interest_other,11.661999999999992
FY2034,chg_tech_outlay_interest_other,15.477000000000004
FY2035,chg_tech_outlay_interest_other,17.36800000000001
FY2026,chg_tech_outlay_mand_agriculture,6.83
FY2027,chg_tech_outlay_mand_agriculture,8.777
FY2028,chg_tech_outlay_mand_agriculture,3.51
FY2029,chg_tech_outlay_mand_agriculture,1.252
FY2030,chg_tech_outlay_mand_agriculture,0.867
FY2031,chg_tech_outlay_mand_agriculture,0.683
FY2032,chg_tech_outlay_mand_agriculture,0.707
FY2033,chg_tech_outlay_mand_agriculture,1.138
FY2034,chg_tech_outlay_mand_agriculture,0.924
FY2035,chg_tech_outlay_mand_agriculture,0.65
FY2026,chg_tech_outlay_mand_eitc,5.254
FY2027,chg_tech_outlay_mand_eitc,4.295
FY2028,chg_tech_outlay_mand_eitc,3.706
FY2029,chg_tech_outlay_mand_eitc,3.441
FY2030,chg_tech_outlay_mand_eitc,2.415
FY2031,chg_tech_outlay_mand_eitc,2.2
FY2032,chg_tech_outlay_mand_eitc,2.452
FY2033,chg_tech_outlay_mand_eitc,1.776
FY2034,chg_tech_outlay_mand_eitc,1.782
FY2035,chg_tech_outlay_mand_eitc,1.187
FY2026,chg_tech_outlay_mand_energy_credits,-16.605
FY2027,chg_tech_outlay_mand_energy_credits,-19.143
FY2028,chg_tech_outlay_mand_energy_credits,-17.597
FY2029,chg_tech_outlay_mand_energy_credits,-15.112
FY2030,chg_tech_outlay_mand_energy_credits,-11.952
FY2031,chg_tech_outlay_mand_energy_credits,-11.591
FY2032,chg_tech_outlay_mand_energy_credits,-12.172
FY2033,chg_tech_outlay_mand_energy_credits,-13.935
FY2034,chg_tech_outlay_mand_energy_credits,-4.514
FY2035,chg_tech_outlay_mand_energy_credits,-4.394
FY2026,chg_tech_outlay_mand_medicaid,31.025
FY2027,chg_tech_outlay_mand_medicaid,38.753
FY2028,chg_tech_outlay_mand_medicaid,47.83
FY2029,chg_tech_outlay_mand_medicaid,51.11
FY2030,chg_tech_outlay_mand_medicaid,61.243
FY2031,chg_tech_outlay_mand_medicaid,73.689
FY2032,chg_tech_outlay_mand_medicaid,79.49
FY2033,chg_tech_outlay_mand_medicaid,90.91
FY2034,chg_tech_outlay_mand_medicaid,104.396
FY2035,chg_tech_outlay_mand_medicaid,118.682
FY2026,chg_tech_outlay_mand_medicare,61.131
FY2027,chg_tech_outlay_mand_medicare,82.518
FY2028,chg_tech_outlay_mand_medicare,86.978
FY2029,chg_tech_outlay_mand_medicare,89.758
FY2030,chg_tech_outlay_mand_medicare,94.676
FY2031,chg_tech_outlay_mand_medicare,96.42
FY2032,chg_tech_outlay_mand_medicare,101.413
FY2033,chg_tech_outlay_mand_medicare,121.818
FY2034,chg_tech_outlay_mand_medicare,120.706
FY2035,chg_tech_outlay_mand_medicare,117.414
FY2026,chg_tech_outlay_mand_other,-29.88
FY2027,chg_tech_outlay_mand_other,-3.126
FY2028,chg_tech_outlay_mand_other,-5.167
FY2029,chg_tech_outlay_mand_other,3.424
FY2030,chg_tech_outlay_mand_other,3.468
FY2031,chg_tech_outlay_mand_other,-2.932
FY2032,chg_tech_outlay_mand_other,2.667
FY2033,chg_tech_outlay_mand_other,4.307
FY2034,chg_tech_outlay_mand_other,5.272
FY2035,chg_tech_outlay_mand_other,7.765
FY2026,chg_tech_outlay_mand_premium_tax,0.528
FY2027,chg_tech_outlay_mand_premium_tax,-16.287
FY2028,chg_tech_outlay_mand_premium_tax,-18.745
FY2029,chg_tech_outlay_mand_premium_tax,-15.959
FY2030,chg_tech_outlay_mand_premium_tax,-12.0
FY2031,chg_tech_outlay_mand_premium_tax,-7.262
FY2032,chg_tech_outlay_mand_premium_tax,-5.9
FY2033,chg_tech_outlay_mand_premium_tax,-8.898
FY2034,chg_tech_outlay_mand_premium_tax,6.048
FY2035,chg_tech_outlay_mand_premium_tax,-0.965
FY2026,chg_tech_outlay_mand_snap,-1.144
FY2027,chg_tech_outlay_mand_snap,-3.026
FY2028,chg_tech_outlay_mand_snap,-4.323
FY2029,chg_tech_outlay_mand_snap,-5.125
FY2030,chg_tech_outlay_mand_snap,-5.223
FY2031,chg_tech_outlay_mand_snap,-5.289
FY2032,chg_tech_outlay_mand_snap,-4.818
FY2033,chg_tech_outlay_mand_snap,-4.415
FY2034,chg_tech_outlay_mand_snap,-4.044
FY2035,chg_tech_outlay_mand_snap,-3.562
FY2026,chg_tech_outlay_mand_social_security,-2.581
FY2027,chg_tech_outlay_mand_social_security,-5.195
FY2028,chg_tech_outlay_mand_social_security,-8.706
FY2029,chg_tech_outlay_mand_social_security,-8.465
FY2030,chg_tech_outlay_mand_social_security,-9.744
FY2031,chg_tech_outlay_mand_social_security,-11.361
FY2032,chg_tech_outlay_mand_social_security,-12.744
FY2033,chg_tech_outlay_mand_social_security,-14.094
FY2034,chg_tech_outlay_mand_social_security,-15.389
FY2035,chg_tech_outlay_mand_social_security,-16.463
FY2026,chg_tech_outlay_mand_total,107.224
FY2027,chg_tech_outlay_mand_total,144.436
FY2028,chg_tech_outlay_mand_total,147.48
FY2029,chg_tech_outlay_mand_total,160.935
FY2030,chg_tech_outlay_mand_total,186.185
FY2031,chg_tech_outlay_mand_total,194.321
FY2032,chg_tech_outlay_mand_total,211.493
FY2033,chg_tech_outlay_mand_total,243.563
FY2034,chg_tech_outlay_mand_total,278.988
FY2035,chg_tech_outlay_mand_total,282.767
FY2026,chg_tech_outlay_mand_veterans,52.666
FY2027,chg_tech_outlay_mand_veterans,56.87
FY2028,chg_tech_outlay_mand_veterans,59.994
FY2029,chg_tech_outlay_mand_veterans,56.611
FY2030,chg_tech_outlay_mand_veterans,62.435
FY2031,chg_tech_outlay_mand_veterans,59.764
FY2032,chg_tech_outlay_mand_veterans,60.398
FY2033,chg_tech_outlay_mand_veterans,64.956
FY2034,chg_tech_outlay_mand_veterans,63.807
FY2035,chg_tech_outlay_mand_veterans,62.453
FY2026,chg_tech_outlay_net_interest,9.461
FY2027,chg_tech_outlay_net_interest,-6.285
FY2028,chg_tech_outlay_net_interest,-16.906
FY2029,chg_tech_outlay_net_interest,-30.183
FY2030,chg_tech_outlay_net_interest,-42.13
FY2031,chg_tech_outlay_net_interest,-54.592
FY2032,chg_tech_outlay_net_interest,-67.145
FY2033,chg_tech_outlay_net_interest,-79.081
FY2034,chg_tech_outlay_net_interest,-86.315
FY2035,chg_tech_outlay_net_interest,-95.728
FY2026,chg_tech_outlay_total,116.32600000000001
FY2027,chg_tech_outlay_total,130.984
FY2028,chg_tech_outlay_total,132.986
FY2029,chg_tech_outlay_total,134.993
FY2030,chg_tech_outlay_total,147.137
FY2031,chg_tech_outlay_total,141.929
FY2032,chg_tech_outlay_total,147.122
FY2033,chg_tech_outlay_total,165.798
FY2034,chg_tech_outlay_total,193.321
FY2035,chg_tech_outlay_total,188.49
FY2026,chg_tech_rev_corporate,-20.675
FY2027,chg_tech_rev_corporate,4.237
FY2028,chg_tech_rev_corporate,10.596
FY2029,chg_tech_rev_corporate,19.216
FY2030,chg_tech_rev_corporate,16.223
FY2031,chg_tech_rev_corporate,5.529
FY2032,chg_tech_rev_corporate,3.195
FY2033,chg_tech_rev_corporate,2.181
FY2034,chg_tech_rev_corporate,9.078
FY2035,chg_tech_rev_corporate,9.787
FY2026,chg_tech_rev_customs,351.844
FY2027,chg_tech_rev_customs,352.512
FY2028,chg_tech_rev_customs,356.668
FY2029,chg_tech_rev_customs,354.58
FY2030,chg_tech_rev_customs,351.274
FY2031,chg_tech_rev_customs,345.856
FY2032,chg_tech_rev_customs,334.095
FY2033,chg_tech_rev_customs,330.486
FY2034,chg_tech_rev_customs,330.948
FY2035,chg_tech_rev_customs,340.472
FY2026,chg_tech_rev_individual,32.287
FY2027,chg_tech_rev_individual,40.685
FY2028,chg_tech_rev_individual,73.96
FY2029,chg_tech_rev_individual,120.591
FY2030,chg_tech_rev_individual,109.161
FY2031,chg_tech_rev_individual,95.037
FY2032,chg_tech_rev_individual,100.518
FY2033,chg_tech_rev_individual,106.067
FY2034,chg_tech_rev_individual,112.617
FY2035,chg_tech_rev_individual,110.894
FY2026,chg_tech_rev_other,0.872
FY2027,chg_tech_rev_other,-1.374
FY2028,chg_tech_rev_other,0.547
FY2029,chg_tech_rev_other,1.754
FY2030,chg_tech_rev_other,-23.823
FY2031,chg_tech_rev_other,-21.491
FY2032,chg_tech_rev_other,-1.58
FY2033,chg_tech_rev_other,-0.27
FY2034,chg_tech_rev_other,0.419
FY2035,chg_tech_rev_other,0.533
FY2026,chg_tech_rev_payroll,-8.716
FY2027,chg_tech_rev_payroll,-11.818
FY2028,chg_tech_rev_payroll,-12.693
FY2029,chg_tech_rev_payroll,-15.959
FY2030,chg_tech_rev_payroll,-13.186
FY2031,chg_tech_rev_payroll,-12.807
FY2032,chg_tech_rev_payroll,-12.25
FY2033,chg_tech_rev_payroll,-11.669
FY2034,chg_tech_rev_payroll,-10.975
FY2035,chg_tech_rev_payroll,-9.756
FY2026,chg_tech_rev_total,355.612
FY2027,chg_tech_rev_total,384.24199999999996
FY2028,chg_tech_rev_total,429.07800000000003
FY2029,chg_tech_rev_total,480.182
FY2030,chg_tech_rev_total,439.649
FY2031,chg_tech_rev_total,412.124
FY2032,chg_tech_rev_total,423.978
FY2033,chg_tech_rev_total,426.795
FY2034,chg_tech_rev_total,442.087
FY2035,chg_tech_rev_total,451.93
FY2026,chg_total_outlay,155.02100000000002
FY2027,chg_total_outlay,150.622
FY2028,chg_total_outlay,131.948
FY2029,chg_total_outlay,111.338
FY2030,chg_total_outlay,106.423
FY2031,chg_total_outlay,88.26800000000003
FY2032,chg_total_outlay,92.16999999999996
FY2033,chg_total_outlay,130.39699999999996
FY2034,chg_total_outlay,181.88699999999997
FY2035,chg_total_outlay,188.10000000000002
FY2026,chg_total_rev,15.576
FY2027,chg_total_rev,-49.639
FY2028,chg_total_rev,-36.934
FY2029,chg_total_rev,29.891
FY2030,chg_total_rev,45.502
FY2031,chg_total_rev,35.359
FY2032,chg_total_rev,23.334
FY2033,chg_total_rev,-13.039
FY2034,chg_total_rev,-39.363
FY2035,chg_total_rev,-59.556
FY2025,proj_debt_avg_interest_rate,3.383
FY2026,proj_debt_avg_interest_rate,3.404
FY2027,proj_debt_avg_interest_rate,3.41
FY2028,proj_debt_avg_interest_rate,3.526
FY2029,proj_debt_avg_interest_rate,3.616
FY2030,proj_debt_avg_interest_rate,3.692
FY2031,proj_debt_avg_interest_rate,3.775
FY2032,proj_debt_avg_interest_rate,3.852
FY2033,proj_debt_avg_interest_rate,3.881
FY2034,proj_debt_avg_interest_rate,3.904
FY2035,proj_debt_avg_interest_rate,3.919
FY2036,proj_debt_avg_interest_rate,3.939
FY2025,proj_debt_change_from_deficit,1775.357
FY2026,proj_debt_change_from_deficit,1852.703
FY2027,proj_debt_change_from_deficit,1887.203
FY2028,proj_debt_change_from_deficit,2079.658
FY2029,proj_debt_change_from_deficit,2019.715
FY2030,proj_debt_change_from_deficit,2200.642
FY2031,proj_debt_change_from_deficit,2285.695
FY2032,proj_debt_change_from_deficit,2439.418
FY2033,proj_debt_change_from_deficit,2780.735
FY2034,proj_debt_change_from_deficit,2818.5
FY2035,proj_debt_change_from_deficit,2779.034
FY2036,proj_debt_change_from_deficit,3115.387
FY2025,proj_debt_change_other_financing,201.47
FY2026,proj_debt_change_other_financing,70.06
FY2027,proj_debt_change_other_financing,22.152
FY2028,proj_debt_change_other_financing,8.567
FY2029,proj_debt_change_other_financing,-9.703
FY2030,proj_debt_change_other_financing,-23.76
FY2031,proj_debt_change_other_financing,-36.998
FY2032,proj_debt_change_other_financing,-45.264
FY2033,proj_debt_change_other_financing,-59.038
FY2034,proj_debt_change_other_financing,-68.834
FY2035,proj_debt_change_other_financing,-69.664
FY2036,proj_debt_change_other_financing,-66.219
FY2025,proj_debt_change_total,1976.827
FY2026,proj_debt_change_total,1922.763
FY2027,proj_debt_change_total,1909.355
FY2028,proj_debt_change_total,2088.225
FY2029,proj_debt_change_total,2010.012
FY2030,proj_debt_change_total,2176.882
FY2031,proj_debt_change_total,2248.697
FY2032,proj_debt_change_total,2394.154
FY2033,proj_debt_change_total,2721.697
FY2034,proj_debt_change_total,2749.666
FY2035,proj_debt_change_total,2709.37
FY2036,proj_debt_change_total,3049.168
FY2025,proj_debt_fed_reserve_holdings,4201.212
FY2026,proj_debt_fed_reserve_holdings,4540.276
FY2027,proj_debt_fed_reserve_holdings,4973.308
FY2028,proj_debt_fed_reserve_holdings,5484.121
FY2029,proj_debt_fed_reserve_holdings,6048.003
FY2030,proj_debt_fed_reserve_holdings,6595.356
FY2031,proj_debt_fed_reserve_holdings,7066.837
FY2032,proj_debt_fed_reserve_holdings,7537.28
FY2033,proj_debt_fed_reserve_holdings,8004.313
FY2034,proj_debt_fed_reserve_holdings,8495.563
FY2035,proj_debt_fed_reserve_holdings,8981.028
FY2036,proj_debt_fed_reserve_holdings,9465.716
FY2025,proj_debt_financial_assets,2259.249
FY2026,proj_debt_financial_assets,2329.309
FY2027,proj_debt_financial_assets,2351.461
FY2028,proj_debt_financial_assets,2360.028
FY2029,proj_debt_financial_assets,2350.325
FY2030,proj_debt_financial_assets,2326.565
FY2031,proj_debt_financial_assets,2289.567
FY2032,proj_debt_financial_assets,2244.303
FY2033,proj_debt_financial_assets,2185.265
FY2034,proj_debt_financial_assets,2116.431
FY2035,proj_debt_financial_assets,2046.767
FY2036,proj_debt_financial_assets,1980.548
FY2025,proj_debt_gross,37373.25
FY2026,proj_debt_gross,39430.46
FY2027,proj_debt_gross,41278.599
FY2028,proj_debt_gross,43297.131
FY2029,proj_debt_gross,45192.413
FY2030,proj_debt_gross,47191.994
FY2031,proj_debt_gross,49218.173
FY2032,proj_debt_gross,51480.329
FY2033,proj_debt_gross,54379.43
FY2034,proj_debt_gross,57358.719
FY2035,proj_debt_gross,60385.857
FY2036,proj_debt_gross,63693.458
FY2025,proj_debt_held_by_public,30172.402
FY2026,proj_debt_held_by_public,32095.165
FY2027,proj_debt_held_by_public,34004.52
FY2028,proj_debt_held_by_public,36092.745
FY2029,proj_debt_held_by_public,38102.757
FY2030,proj_debt_held_by_public,40279.639
FY2031,proj_debt_held_by_public,42528.336
FY2032,proj_debt_held_by_public,44922.49
FY2033,proj_debt_held_by_public,47644.187
FY2034,proj_debt_held_by_public,50393.853
FY2035,proj_debt_held_by_public,53103.223
FY2036,proj_debt_held_by_public,56152.391
FY2025,proj_debt_held_by_public_begin,28195.575
FY2026,proj_debt_held_by_public_begin,30172.402
FY2027,proj_debt_held_by_public_begin,32095.165
FY2028,proj_debt_held_by_public_begin,34004.52
FY2029,proj_debt_held_by_public_begin,36092.745
FY2030,proj_debt_held_by_public_begin,38102.757
FY2031,proj_debt_held_by_public_begin,40279.639
FY2032,proj_debt_held_by_public_begin,42528.336
FY2033,proj_debt_held_by_public_begin,44922.49
FY2034,proj_debt_held_by_public_begin,47644.187
FY2035,proj_debt_held_by_public_begin,50393.853
FY2036,proj_debt_held_by_public_begin,53103.223
FY2025,proj_debt_held_by_public_end,30172.402
FY2026,proj_debt_held_by_public_end,32095.165
FY2027,proj_debt_held_by_public_end,34004.52
FY2028,proj_debt_held_by_public_end,36092.745
FY2029,proj_debt_held_by_public_end,38102.757
FY2030,proj_debt_held_by_public_end,40279.639
FY2031,proj_debt_held_by_public_end,42528.336
FY2032,proj_debt_held_by_public_end,44922.49
FY2033,proj_debt_held_by_public_end,47644.187
FY2034,proj_debt_held_by_public_end,50393.853
FY2035,proj_debt_held_by_public_end,53103.223
FY2036,proj_debt_held_by_public_end,56152.391
FY2026,proj_debt_held_by_public_end_gdp_share,100.605
FY2027,proj_debt_held_by_public_end_gdp_share,102.069
FY2025,proj_debt_held_by_public_gdp_share,99.375
FY2026,proj_debt_held_by_public_gdp_share,100.605
FY2027,proj_debt_held_by_public_gdp_share,102.069
FY2028,proj_debt_held_by_public_gdp_share,104.116
FY2029,proj_debt_held_by_public_gdp_share,105.811
FY2030,proj_debt_held_by_public_gdp_share,107.726
FY2031,proj_debt_held_by_public_gdp_share,109.573
FY2032,proj_debt_held_by_public_gdp_share,111.535
FY2033,proj_debt_held_by_public_gdp_share,113.992
FY2034,proj_debt_held_by_public_gdp_share,116.186
FY2035,proj_debt_held_by_public_gdp_share,117.977
FY2036,proj_debt_held_by_public_gdp_share,120.209
FY2025,proj_debt_minus_assets_and_fed,23711.941
FY2026,proj_debt_minus_assets_and_fed,25225.58
FY2027,proj_debt_minus_assets_and_fed,26679.751
FY2028,proj_debt_minus_assets_and_fed,28248.596
FY2029,proj_debt_minus_assets_and_fed,29704.429
FY2030,proj_debt_minus_assets_and_fed,31357.718
FY2031,proj_debt_minus_assets_and_fed,33171.932
FY2032,proj_debt_minus_assets_and_fed,35140.907
FY2033,proj_debt_minus_assets_and_fed,37454.609
FY2034,proj_debt_minus_assets_and_fed,39781.859
FY2035,proj_debt_minus_assets_and_fed,42075.428
FY2036,proj_debt_minus_assets_and_fed,44706.127
FY2025,proj_debt_minus_assets_and_fed_gdp_share,78.097
FY2026,proj_debt_minus_assets_and_fed_gdp_share,79.072
FY2027,proj_debt_minus_assets_and_fed_gdp_share,80.083
FY2028,proj_debt_minus_assets_and_fed_gdp_share,81.488
FY2029,proj_debt_minus_assets_and_fed_gdp_share,82.489
FY2030,proj_debt_minus_assets_and_fed_gdp_share,83.865
FY2031,proj_debt_minus_assets_and_fed_gdp_share,85.466
FY2032,proj_debt_minus_assets_and_fed_gdp_share,87.249
FY2033,proj_debt_minus_assets_and_fed_gdp_share,89.613
FY2034,proj_debt_minus_assets_and_fed_gdp_share,91.72
FY2035,proj_debt_minus_assets_and_fed_gdp_share,93.477
FY2036,proj_debt_minus_assets_and_fed_gdp_share,95.706
FY2025,proj_debt_minus_financial_assets,27913.153
FY2026,proj_debt_minus_financial_assets,29765.856
FY2027,proj_debt_minus_financial_assets,31653.059
FY2028,proj_debt_minus_financial_assets,33732.717
FY2029,proj_debt_minus_financial_assets,35752.432
FY2030,proj_debt_minus_financial_assets,37953.074
FY2031,proj_debt_minus_financial_assets,40238.769
FY2032,proj_debt_minus_financial_assets,42678.187
FY2033,proj_debt_minus_financial_assets,45458.922
FY2034,proj_debt_minus_financial_assets,48277.422
FY2035,proj_debt_minus_financial_assets,51056.456
FY2036,proj_debt_minus_financial_assets,54171.843
FY2025,proj_debt_minus_financial_assets_gdp_share,91.934
FY2026,proj_debt_minus_financial_assets_gdp_share,93.304
FY2027,proj_debt_minus_financial_assets_gdp_share,95.011
FY2028,proj_debt_minus_financial_assets_gdp_share,97.308
FY2029,proj_debt_minus_financial_assets_gdp_share,99.285
FY2030,proj_debt_minus_financial_assets_gdp_share,101.504
FY2031,proj_debt_minus_financial_assets_gdp_share,103.674
FY2032,proj_debt_minus_financial_assets_gdp_share,105.963
FY2033,proj_debt_minus_financial_assets_gdp_share,108.764
FY2034,proj_debt_minus_financial_assets_gdp_share,111.307
FY2035,proj_debt_minus_financial_assets_gdp_share,113.43
FY2036,proj_debt_minus_financial_assets_gdp_share,115.97
FY2025,proj_debt_subject_to_limit,37526.321
FY2026,proj_debt_subject_to_limit,39581.431
FY2027,proj_debt_subject_to_limit,41428.07
FY2028,proj_debt_subject_to_limit,43445.902
FY2029,proj_debt_subject_to_limit,45341.084
FY2030,proj_debt_subject_to_limit,47341.065
FY2031,proj_debt_subject_to_limit,49367.644
FY2032,proj_debt_subject_to_limit,51630.35
FY2033,proj_debt_subject_to_limit,54530.151
FY2034,proj_debt_subject_to_limit,57510.29
FY2035,proj_debt_subject_to_limit,60538.128
FY2036,proj_debt_subject_to_limit,63846.379
FY2025,proj_deficit_off_budget,-147.87
FY2026,proj_deficit_off_budget,-170.525
FY2027,proj_deficit_off_budget,-217.635
FY2028,proj_deficit_off_budget,-267.274
FY2029,proj_deficit_off_budget,-311.016
FY2030,proj_deficit_off_budget,-355.951
FY2031,proj_deficit_off_budget,-404.87
FY2032,proj_deficit_off_budget,-460.324
FY2033,proj_deficit_off_budget,-499.425
FY2034,proj_deficit_off_budget,-536.992
FY2035,proj_deficit_off_budget,-573.17
FY2036,proj_deficit_off_budget,-608.031
FY2025,proj_deficit_on_budget,-1627.5
FY2026,proj_deficit_on_budget,-1682.178
FY2027,proj_deficit_on_budget,-1669.568
FY2028,proj_deficit_on_budget,-1812.384
FY2029,proj_deficit_on_budget,-1708.699
FY2030,proj_deficit_on_budget,-1844.691
FY2031,proj_deficit_on_budget,-1880.825
FY2032,proj_deficit_on_budget,-1979.094
FY2033,proj_deficit_on_budget,-2281.31
FY2034,proj_deficit_on_budget,-2281.508
FY2035,proj_deficit_on_budget,-2205.864
FY2036,proj_deficit_on_budget,-2507.356
FY2025,proj_deficit_total,-1775.37
FY2026,proj_deficit_total,-1852.703
FY2027,proj_deficit_total,-1887.203
FY2028,proj_deficit_total,-2079.658
FY2029,proj_deficit_total,-2019.715
FY2030,proj_deficit_total,-2200.642
FY2031,proj_deficit_total,-2285.695
FY2032,proj_deficit_total,-2439.418
FY2033,proj_deficit_total,-2780.735
FY2034,proj_deficit_total,-2818.5
FY2035,proj_deficit_total,-2779.034
FY2036,proj_deficit_total,-3115.387
FY2026,proj_deficit_total_gdp_share,-5.807
FY2027,proj_deficit_total_gdp_share,-5.665
FY2025,proj_deficit_total_timing_adj,-1775.37
FY2026,proj_deficit_total_timing_adj,-1852.703
FY2027,proj_deficit_total_timing_adj,-1887.203
FY2028,proj_deficit_total_timing_adj,-1956.075
FY2029,proj_deficit_total_timing_adj,-2143.298
FY2030,proj_deficit_total_timing_adj,-2200.642
FY2031,proj_deficit_total_timing_adj,-2285.695
FY2032,proj_deficit_total_timing_adj,-2439.418
FY2033,proj_deficit_total_timing_adj,-2614.803
FY2034,proj_deficit_total_timing_adj,-2806.344
FY2035,proj_deficit_total_timing_adj,-2957.122
FY2036,proj_deficit_total_timing_adj,-3115.387
FY2025,proj_deficit_total_timing_adj_gdp_share,-5.847
FY2026,proj_deficit_total_timing_adj_gdp_share,-5.807
FY2027,proj_deficit_total_timing_adj_gdp_share,-5.664
FY2028,proj_deficit_total_timing_adj_gdp_share,-5.642
FY2029,proj_deficit_total_timing_adj_gdp_share,-5.951
FY2030,proj_deficit_total_timing_adj_gdp_share,-5.885
FY2031,proj_deficit_total_timing_adj_gdp_share,-5.889
FY2032,proj_deficit_total_timing_adj_gdp_share,-6.056
FY2033,proj_deficit_total_timing_adj_gdp_share,-6.256
FY2034,proj_deficit_total_timing_adj_gdp_share,-6.47
FY2035,proj_deficit_total_timing_adj_gdp_share,-6.569
FY2036,proj_deficit_total_timing_adj_gdp_share,-6.669
FY2025,proj_disc_bsca_iija_outlays,31.666
FY2026,proj_disc_bsca_iija_outlays,42.495
FY2027,proj_disc_bsca_iija_outlays,50.961
FY2028,proj_disc_bsca_iija_outlays,52.809
FY2029,proj_disc_bsca_iija_outlays,48.148
FY2030,proj_disc_bsca_iija_outlays,39.345
FY2031,proj_disc_bsca_iija_outlays,30.235
FY2032,proj_disc_bsca_iija_outlays,20.758
FY2033,proj_disc_bsca_iija_outlays,12.736
FY2034,proj_disc_bsca_iija_outlays,5.854
FY2035,proj_disc_bsca_iija_outlays,2.747
FY2036,proj_disc_bsca_iija_outlays,1.587
FY2025,proj_disc_defense,892.548
FY2026,proj_disc_defense,884.513
FY2027,proj_disc_defense,901.101
FY2028,proj_disc_defense,928.172
FY2029,proj_disc_defense,938.416
FY2030,proj_disc_defense,965.808
FY2031,proj_disc_defense,985.535
FY2032,proj_disc_defense,1006.461
FY2033,proj_disc_defense,1034.483
FY2034,proj_disc_defense,1050.676
FY2035,proj_disc_defense,1068.288
FY2036,proj_disc_defense,1100.0
FY2025,proj_disc_defense_ba_timing_adj,904.368
FY2026,proj_disc_defense_ba_timing_adj,897.656
FY2027,proj_disc_defense_ba_timing_adj,920.662
FY2028,proj_disc_defense_ba_timing_adj,944.42
FY2029,proj_disc_defense_ba_timing_adj,967.235
FY2030,proj_disc_defense_ba_timing_adj,989.762
FY2031,proj_disc_defense_ba_timing_adj,1013.19
FY2032,proj_disc_defense_ba_timing_adj,1036.82
FY2033,proj_disc_defense_ba_timing_adj,1060.634
FY2034,proj_disc_defense_ba_timing_adj,1085.364
FY2035,proj_disc_defense_ba_timing_adj,1110.442
FY2036,proj_disc_defense_ba_timing_adj,1136.537
FY2025,proj_disc_defense_base_ba_timing_adj,892.576
FY2026,proj_disc_defense_base_ba_timing_adj,897.636
FY2027,proj_disc_defense_base_ba_timing_adj,920.642
FY2028,proj_disc_defense_base_ba_timing_adj,944.399
FY2029,proj_disc_defense_base_ba_timing_adj,967.214
FY2030,proj_disc_defense_base_ba_timing_adj,989.74
FY2031,proj_disc_defense_base_ba_timing_adj,1013.168
FY2032,proj_disc_defense_base_ba_timing_adj,1036.797
FY2033,proj_disc_defense_base_ba_timing_adj,1060.611
FY2034,proj_disc_defense_base_ba_timing_adj,1085.34
FY2035,proj_disc_defense_base_ba_timing_adj,1110.418
FY2036,proj_disc_defense_base_ba_timing_adj,1136.512
FY2025,proj_disc_defense_base_outlays_timing_adj,892.532
FY2026,proj_disc_defense_base_outlays_timing_adj,884.508
FY2027,proj_disc_defense_base_outlays_timing_adj,901.093
FY2028,proj_disc_defense_base_outlays_timing_adj,922.582
FY2029,proj_disc_defense_base_outlays_timing_adj,943.986
FY2030,proj_disc_defense_base_outlays_timing_adj,965.797
